District,Block,Year,Avg_Trans_8_9
AGRA,ACCHNERA,2022-23,3120228.3
AGRA,ACCHNERA,2023-24,2720063.6
AGRA,ACCHNERA,2024-25,3400100.7
AGRA,ACCHNERA,2025-26,3300071.7
AGRA,AKOLA,2022-23,3600172.2
AGRA,AKOLA,2023-24,2050107.1
AGRA,AKOLA,2024-25,2650160.0
AGRA,AKOLA,2025-26,2750185.7
AGRA,BAH,2022-23,2200075.0
AGRA,BAH,2023-24,2350040.0
AGRA,BAH,2024-25,2600062.5
AGRA,BAH,2025-26,1700050.0
AGRA,BAROLI AHEER,2022-23,3020083.0
AGRA,BAROLI AHEER,2023-24,2920082.0
AGRA,BAROLI AHEER,2024-25,2840087.8
AGRA,BAROLI AHEER,2025-26,2920099.1
AGRA,BICHPURI,2022-23,3800086.0
AGRA,BICHPURI,2023-24,3400066.7
AGRA,BICHPURI,2024-25,4200064.8
AGRA,BICHPURI,2025-26,4850142.3
AGRA,ETMADPUR,2022-23,4833333.3
AGRA,ETMADPUR,2023-24,5600000.0
AGRA,ETMADPUR,2024-25,5466666.7
AGRA,ETMADPUR,2025-26,5566666.7
AGRA,FATEHABAD,2022-23,2800000.0
AGRA,FATEHABAD,2023-24,3400000.0
AGRA,FATEHABAD,2024-25,3000000.0
AGRA,FATEHABAD,2025-26,2700000.0
AGRA,FATEHPUR  SIKRI,2022-23,2900000.0
AGRA,FATEHPUR  SIKRI,2023-24,3200000.0
AGRA,FATEHPUR  SIKRI,2024-25,2650000.0
AGRA,FATEHPUR  SIKRI,2025-26,2950000.0
AGRA,JAGNER,2022-23,2700000.0
AGRA,JAGNER,2023-24,2850000.0
AGRA,JAGNER,2024-25,4150000.0
AGRA,JAGNER,2025-26,3400000.0
AGRA,JAITPUR  KALAN,2022-23,2150021.9
AGRA,JAITPUR  KALAN,2023-24,2450133.3
AGRA,JAITPUR  KALAN,2024-25,2350064.3
AGRA,JAITPUR  KALAN,2025-26,2500041.2
AGRA,KHANDOLI,2022-23,3200070.0
AGRA,KHANDOLI,2023-24,2980074.7
AGRA,KHANDOLI,2024-25,3460056.3
AGRA,KHANDOLI,2025-26,3540072.1
AGRA,KHERAGARH,2022-23,227.8
AGRA,KHERAGARH,2023-24,180.0
AGRA,KHERAGARH,2024-25,214.3
AGRA,KHERAGARH,2025-26,300.0
AGRA,M.C.AGRA CITY,2022-23,338.6
AGRA,M.C.AGRA CITY,2023-24,175.7
AGRA,M.C.AGRA CITY,2024-25,244.4
AGRA,M.C.AGRA CITY,2025-26,170.9
AGRA,PINAHAT,2022-23,3000000.0
AGRA,PINAHAT,2023-24,4100000.0
AGRA,PINAHAT,2024-25,3200000.0
AGRA,PINAHAT,2025-26,3100000.0
AGRA,SAIYAN,2022-23,1900000.0
AGRA,SAIYAN,2023-24,2200000.0
AGRA,SAIYAN,2024-25,3200000.0
AGRA,SAIYAN,2025-26,3400000.0
AGRA,SHAMSHABAD,2022-23,4650000.0
AGRA,SHAMSHABAD,2023-24,4350000.0
AGRA,SHAMSHABAD,2024-25,5400000.0
AGRA,SHAMSHABAD,2025-26,5200000.0
ALIGARH,AKRABAD,2022-23,9700000.0
ALIGARH,AKRABAD,2023-24,7000000.0
ALIGARH,AKRABAD,2024-25,6700000.0
ALIGARH,AKRABAD,2025-26,7100000.0
ALIGARH,ATRAULI,2022-23,7500096.5
ALIGARH,ATRAULI,2023-24,5533426.5
ALIGARH,ATRAULI,2024-25,5366806.9
ALIGARH,ATRAULI,2025-26,4400100.0
ALIGARH,BIJAULI,2022-23,1350037.5
ALIGARH,BIJAULI,2023-24,500035.9
ALIGARH,BIJAULI,2024-25,1000092.6
ALIGARH,BIJAULI,2025-26,50086.8
ALIGARH,CHANDAUS,2022-23,3575057.6
ALIGARH,CHANDAUS,2023-24,2550016.4
ALIGARH,CHANDAUS,2024-25,3025032.6
ALIGARH,CHANDAUS,2025-26,2675030.2
ALIGARH,DHANIPUR,2022-23,1450072.4
ALIGARH,DHANIPUR,2023-24,1350063.2
ALIGARH,DHANIPUR,2024-25,2700080.8
ALIGARH,DHANIPUR,2025-26,2100066.7
ALIGARH,GANGIRI,2022-23,1133408.3
ALIGARH,GANGIRI,2023-24,1000091.6
ALIGARH,GANGIRI,2024-25,1733666.6
ALIGARH,GANGIRI,2025-26,1466793.3
ALIGARH,GONDA,2022-23,176.3
ALIGARH,GONDA,2023-24,210.8
ALIGARH,GONDA,2024-25,193.6
ALIGARH,GONDA,2025-26,160.5
ALIGARH,IGLAS,2022-23,3433425.9
ALIGARH,IGLAS,2023-24,1900057.5
ALIGARH,IGLAS,2024-25,2966746.1
ALIGARH,IGLAS,2025-26,3400066.7
ALIGARH,JAWAN,2022-23,4280008.2
ALIGARH,JAWAN,2023-24,3340008.7
ALIGARH,JAWAN,2024-25,3580010.0
ALIGARH,JAWAN,2025-26,3260007.1
ALIGARH,KHAIR,2022-23,2433411.4
ALIGARH,KHAIR,2023-24,1733380.3
ALIGARH,KHAIR,2024-25,2233574.2
ALIGARH,KHAIR,2025-26,1966748.8
ALIGARH,LODHA,2022-23,13500000.0
ALIGARH,LODHA,2023-24,8050000.0
ALIGARH,LODHA,2024-25,8150000.0
ALIGARH,LODHA,2025-26,8550000.0
ALIGARH,NAGAR ALIGARH,2022-23,287.7
ALIGARH,NAGAR ALIGARH,2023-24,100140.2
ALIGARH,NAGAR ALIGARH,2024-25,66791.6
ALIGARH,NAGAR ALIGARH,2025-26,33472.8
ALIGARH,NAGAR ATRAULI,2022-23,168.4
ALIGARH,NAGAR ATRAULI,2023-24,227.3
ALIGARH,NAGAR ATRAULI,2024-25,178.2
ALIGARH,NAGAR ATRAULI,2025-26,258.3
ALIGARH,TAPPAL,2022-23,1450116.7
ALIGARH,TAPPAL,2023-24,1050033.3
ALIGARH,TAPPAL,2024-25,1650291.6
ALIGARH,TAPPAL,2025-26,2600076.2
AMBEDKAR NAGAR,AKBARPUR,2022-23,4585907.8
AMBEDKAR NAGAR,AKBARPUR,2023-24,4171451.0
AMBEDKAR NAGAR,AKBARPUR,2024-25,5471628.5
AMBEDKAR NAGAR,AKBARPUR,2025-26,5114436.7
AMBEDKAR NAGAR,BASKHARI,2022-23,3050000.0
AMBEDKAR NAGAR,BASKHARI,2023-24,1550000.0
AMBEDKAR NAGAR,BASKHARI,2024-25,1550000.0
AMBEDKAR NAGAR,BASKHARI,2025-26,3850000.0
AMBEDKAR NAGAR,BHEETI,2022-23,2400000.0
AMBEDKAR NAGAR,BHEETI,2023-24,4400000.0
AMBEDKAR NAGAR,BHEETI,2024-25,7200000.0
AMBEDKAR NAGAR,BHEETI,2025-26,5000000.0
AMBEDKAR NAGAR,BHIYAON,2022-23,4633333.3
AMBEDKAR NAGAR,BHIYAON,2023-24,4900000.0
AMBEDKAR NAGAR,BHIYAON,2024-25,2533363.3
AMBEDKAR NAGAR,BHIYAON,2025-26,5100085.0
AMBEDKAR NAGAR,JAHANGIRGANJ,2022-23,4375000.0
AMBEDKAR NAGAR,JAHANGIRGANJ,2023-24,3925000.0
AMBEDKAR NAGAR,JAHANGIRGANJ,2024-25,6125000.0
AMBEDKAR NAGAR,JAHANGIRGANJ,2025-26,6600000.0
AMBEDKAR NAGAR,JALALPUR,2022-23,2033407.1
AMBEDKAR NAGAR,JALALPUR,2023-24,2300041.8
AMBEDKAR NAGAR,JALALPUR,2024-25,3466802.1
AMBEDKAR NAGAR,JALALPUR,2025-26,2500075.4
AMBEDKAR NAGAR,KATEHARI,2022-23,4400308.3
AMBEDKAR NAGAR,KATEHARI,2023-24,5766666.7
AMBEDKAR NAGAR,KATEHARI,2024-25,7100000.0
AMBEDKAR NAGAR,KATEHARI,2025-26,9433333.3
AMBEDKAR NAGAR,RAMNAGAR,2022-23,4575000.0
AMBEDKAR NAGAR,RAMNAGAR,2023-24,4375000.0
AMBEDKAR NAGAR,RAMNAGAR,2024-25,3475203.1
AMBEDKAR NAGAR,RAMNAGAR,2025-26,4375160.7
AMBEDKAR NAGAR,TANDA,2022-23,2750057.4
AMBEDKAR NAGAR,TANDA,2023-24,2400052.0
AMBEDKAR NAGAR,TANDA,2024-25,2350098.7
AMBEDKAR NAGAR,TANDA,2025-26,3500071.6
AMBEDKAR NAGAR,TANDA TOWN AREA,2022-23,3200000.0
AMBEDKAR NAGAR,TANDA TOWN AREA,2023-24,2600000.0
AMBEDKAR NAGAR,TANDA TOWN AREA,2024-25,96.3
AMBEDKAR NAGAR,TANDA TOWN AREA,2025-26,200.0
AMETHI,AMETHI,2025-26,3800195.0
AMETHI,BAHADURPUR,2025-26,5483574.1
AMETHI,BHADAR,2025-26,875611.3
AMETHI,BHETUA,2025-26,122.9
AMETHI,GAURIGANJ,2025-26,1250195.0
AMETHI,JAGDISHPUR,2025-26,2825094.2
AMETHI,JAMO,2025-26,4066760.2
AMETHI,MUSAFIRKHANA,2025-26,566843.0
AMETHI,SANGRAMPUR,2025-26,800000.0
AMETHI,SHAHGARH,2025-26,3433457.5
AMETHI,SHUKULBAZAR,2025-26,92.0
AMETHI,SINGHPUR,2025-26,1800150.4
AMETHI,TILOI,2025-26,4166666.7
AMETHI - CSM NAGAR,AMETHI,2022-23,4300294.1
AMETHI - CSM NAGAR,AMETHI,2023-24,3200076.8
AMETHI - CSM NAGAR,AMETHI,2024-25,3050142.9
AMETHI - CSM NAGAR,BAHADURPUR,2022-23,2483594.0
AMETHI - CSM NAGAR,BAHADURPUR,2023-24,1783483.3
AMETHI - CSM NAGAR,BAHADURPUR,2024-25,3583474.1
AMETHI - CSM NAGAR,BHADAR,2022-23,225433.0
AMETHI - CSM NAGAR,BHADAR,2023-24,375362.1
AMETHI - CSM NAGAR,BHADAR,2024-25,500497.6
AMETHI - CSM NAGAR,BHETUA,2022-23,4100000.0
AMETHI - CSM NAGAR,BHETUA,2023-24,2800000.0
AMETHI - CSM NAGAR,BHETUA,2024-25,486.6
AMETHI - CSM NAGAR,GAURIGANJ,2022-23,1300186.5
AMETHI - CSM NAGAR,GAURIGANJ,2023-24,300102.6
AMETHI - CSM NAGAR,GAURIGANJ,2024-25,750194.8
AMETHI - CSM NAGAR,JAGDISHPUR,2022-23,2333426.7
AMETHI - CSM NAGAR,JAGDISHPUR,2023-24,3025059.5
AMETHI - CSM NAGAR,JAGDISHPUR,2024-25,2375089.4
AMETHI - CSM NAGAR,JAMO,2022-23,2833535.3
AMETHI - CSM NAGAR,JAMO,2023-24,2933387.8
AMETHI - CSM NAGAR,JAMO,2024-25,4066823.8
AMETHI - CSM NAGAR,MUSAFIRKHANA,2022-23,1333474.4
AMETHI - CSM NAGAR,MUSAFIRKHANA,2023-24,800268.4
AMETHI - CSM NAGAR,MUSAFIRKHANA,2024-25,600198.0
AMETHI - CSM NAGAR,SANGRAMPUR,2022-23,700000.0
AMETHI - CSM NAGAR,SANGRAMPUR,2023-24,500000.0
AMETHI - CSM NAGAR,SANGRAMPUR,2024-25,1200000.0
AMETHI - CSM NAGAR,SHAHGARH,2022-23,2833460.2
AMETHI - CSM NAGAR,SHAHGARH,2023-24,3400079.6
AMETHI - CSM NAGAR,SHAHGARH,2024-25,3300150.7
AMETHI - CSM NAGAR,SHUKULBAZAR,2022-23,229.4
AMETHI - CSM NAGAR,SHUKULBAZAR,2023-24,80.0
AMETHI - CSM NAGAR,SHUKULBAZAR,2024-25,241.6
AMETHI - CSM NAGAR,SINGHPUR,2022-23,1425208.6
AMETHI - CSM NAGAR,SINGHPUR,2023-24,2725178.3
AMETHI - CSM NAGAR,SINGHPUR,2024-25,2250138.7
AMETHI - CSM NAGAR,TILOI,2022-23,3866666.7
AMETHI - CSM NAGAR,TILOI,2023-24,2933333.3
AMETHI - CSM NAGAR,TILOI,2024-25,4833333.3
AMROHA,AMROHA,2025-26,1000151.7
AMROHA,AMROHA CITY,2025-26,139.1
AMROHA,DHANORA,2025-26,4440051.2
AMROHA,GAJRAULA,2025-26,5375080.9
AMROHA,GANGESHWARI,2025-26,2266718.3
AMROHA,HASANPUR,2025-26,3780003.6
AMROHA,HASANPUR CITY,2025-26,176.4
AMROHA,JOYA,2025-26,211.7
AURAIYA,ACHHALDA,2022-23,3150000.0
AURAIYA,ACHHALDA,2023-24,3550000.0
AURAIYA,ACHHALDA,2024-25,2600000.0
AURAIYA,ACHHALDA,2025-26,3200000.0
AURAIYA,AIRWAKATRA,2022-23,550000.0
AURAIYA,AIRWAKATRA,2023-24,1400000.0
AURAIYA,AIRWAKATRA,2024-25,1500000.0
AURAIYA,AIRWAKATRA,2025-26,1750000.0
AURAIYA,AURAIYA,2022-23,2400046.3
AURAIYA,AURAIYA,2023-24,2300097.9
AURAIYA,AURAIYA,2024-25,2333402.0
AURAIYA,AURAIYA,2025-26,2533497.6
AURAIYA,BHAGYANAGAR,2022-23,966715.6
AURAIYA,BHAGYANAGAR,2023-24,1433387.2
AURAIYA,BHAGYANAGAR,2024-25,733393.3
AURAIYA,BHAGYANAGAR,2025-26,1133381.2
AURAIYA,BIDHUNA,2022-23,1050516.6
AURAIYA,BIDHUNA,2023-24,750176.5
AURAIYA,BIDHUNA,2024-25,1350241.2
AURAIYA,BIDHUNA,2025-26,2200315.4
AURAIYA,SAHAR,2022-23,1966716.6
AURAIYA,SAHAR,2023-24,2533333.3
AURAIYA,SAHAR,2024-25,3633399.9
AURAIYA,SAHAR,2025-26,3200016.7
AYODHYA,AMANIGANJ,2025-26,4100000.0
AYODHYA,AYODHYA TOWN AREA,2025-26,323.0
AYODHYA,BIKAPUR,2025-26,1800091.2
AYODHYA,MASAUDHA,2025-26,593.3
AYODHYA,MAWAI,2025-26,6800000.0
AYODHYA,MAYA,2025-26,2600399.6
AYODHYA,MILKIPUR,2025-26,4125146.2
AYODHYA,PURA,2025-26,5300000.0
AYODHYA,RUDAULI,2025-26,5225057.3
AYODHYA,SOHAWAL,2025-26,2050355.0
AYODHYA,TARUN,2025-26,200000.0
AZAMGARH,ATRAULIYA,2022-23,10000000.0
AZAMGARH,ATRAULIYA,2023-24,13200000.0
AZAMGARH,ATRAULIYA,2024-25,6800000.0
AZAMGARH,ATRAULIYA,2025-26,7900000.0
AZAMGARH,AZAMGRAH,2022-23,290.5
AZAMGARH,AZAMGRAH,2023-24,291.2
AZAMGARH,AZAMGRAH,2024-25,93.4
AZAMGARH,AZAMGRAH,2025-26,292.6
AZAMGARH,AZMATGARH,2022-23,296.4
AZAMGARH,AZMATGARH,2023-24,160.3
AZAMGARH,AZMATGARH,2024-25,216.7
AZAMGARH,AZMATGARH,2025-26,303.6
AZAMGARH,BILARIYAGANJ,2022-23,5200000.0
AZAMGARH,BILARIYAGANJ,2023-24,3100000.0
AZAMGARH,BILARIYAGANJ,2024-25,3600000.0
AZAMGARH,BILARIYAGANJ,2025-26,6700000.0
AZAMGARH,FOOLPOOR,2022-23,3300000.0
AZAMGARH,FOOLPOOR,2023-24,4500000.0
AZAMGARH,FOOLPOOR,2024-25,3900000.0
AZAMGARH,FOOLPOOR,2025-26,2500000.0
AZAMGARH,HARRAIYA,2022-23,4633542.4
AZAMGARH,HARRAIYA,2023-24,1066800.0
AZAMGARH,HARRAIYA,2024-25,1166749.3
AZAMGARH,HARRAIYA,2025-26,1400207.4
AZAMGARH,JAHANAGANJ,2022-23,6400000.0
AZAMGARH,JAHANAGANJ,2023-24,6050000.0
AZAMGARH,JAHANAGANJ,2024-25,6750000.0
AZAMGARH,JAHANAGANJ,2025-26,7250000.0
AZAMGARH,LALGANJ,2022-23,5566666.7
AZAMGARH,LALGANJ,2023-24,4600000.0
AZAMGARH,LALGANJ,2024-25,7000000.0
AZAMGARH,LALGANJ,2025-26,7366666.7
AZAMGARH,MAHARAJ GANJ,2022-23,200.0
AZAMGARH,MAHARAJ GANJ,2023-24,45.5
AZAMGARH,MAHARAJ GANJ,2024-25,157.1
AZAMGARH,MAHARAJ GANJ,2025-26,146.1
AZAMGARH,MIRZAPUR,2022-23,203.6
AZAMGARH,MIRZAPUR,2023-24,101.3
AZAMGARH,MIRZAPUR,2024-25,157.7
AZAMGARH,MIRZAPUR,2025-26,160.0
AZAMGARH,MOHAMMADPUR,2022-23,1566702.8
AZAMGARH,MOHAMMADPUR,2023-24,1133368.7
AZAMGARH,MOHAMMADPUR,2024-25,2400014.8
AZAMGARH,MOHAMMADPUR,2025-26,2833388.9
AZAMGARH,PALHNA,2022-23,2500000.0
AZAMGARH,PALHNA,2023-24,2900000.0
AZAMGARH,PALHNA,2024-25,4500000.0
AZAMGARH,PALHNA,2025-26,4500000.0
AZAMGARH,PAWAE,2022-23,2450592.8
AZAMGARH,PAWAE,2023-24,1200287.5
AZAMGARH,PAWAE,2024-25,901724.1
AZAMGARH,PAWAE,2025-26,2602723.6
AZAMGARH,SATHIYAN,2024-25,377.7
AZAMGARH,SATHIYAN,2025-26,1147.0
AZAMGARH,TAHBERPUR,2022-23,6200000.0
AZAMGARH,TAHBERPUR,2023-24,6800000.0
AZAMGARH,TAHBERPUR,2024-25,5800000.0
AZAMGARH,TAHBERPUR,2025-26,6700000.0
AZAMGARH,TARWA,2022-23,299.9
AZAMGARH,TARWA,2023-24,240.0
AZAMGARH,TARWA,2024-25,116.6
AZAMGARH,TARWA,2025-26,1100000.0
AZAMGARH,THEKMA,2022-23,4000000.0
AZAMGARH,THEKMA,2023-24,1700000.0
AZAMGARH,THEKMA,2024-25,1800000.0
AZAMGARH,THEKMA,2025-26,1400000.0
BAGHPAT,BAGPAT,2022-23,4150055.1
BAGHPAT,BAGPAT,2023-24,3775036.3
BAGHPAT,BAGPAT,2024-25,3625032.4
BAGHPAT,BAGPAT,2025-26,3625048.1
BAGHPAT,BAROUT,2022-23,1100056.7
BAGHPAT,BAROUT,2023-24,1600061.5
BAGHPAT,BAROUT,2024-25,1200098.3
BAGHPAT,BAROUT,2025-26,1450062.5
BAGHPAT,BAROUT URBAN,2022-23,315.0
BAGHPAT,BAROUT URBAN,2023-24,88.6
BAGHPAT,BAROUT URBAN,2024-25,111.8
BAGHPAT,BAROUT URBAN,2025-26,186.4
BAGHPAT,BINOLY,2022-23,1933463.9
BAGHPAT,BINOLY,2023-24,2666724.4
BAGHPAT,BINOLY,2024-25,2400053.0
BAGHPAT,BINOLY,2025-26,3066777.8
BAGHPAT,CHHAPROLI,2022-23,1600036.5
BAGHPAT,CHHAPROLI,2023-24,1640019.0
BAGHPAT,CHHAPROLI,2024-25,2220068.6
BAGHPAT,CHHAPROLI,2025-26,1860014.2
BAGHPAT,KHEKRA,2022-23,3566666.7
BAGHPAT,KHEKRA,2023-24,3100000.0
BAGHPAT,KHEKRA,2024-25,3333333.3
BAGHPAT,KHEKRA,2025-26,3866666.7
BAGHPAT,PILANA,2022-23,4700000.0
BAGHPAT,PILANA,2023-24,3733333.3
BAGHPAT,PILANA,2024-25,2833333.3
BAGHPAT,PILANA,2025-26,3400222.1
BAHRAICH,BALHA,2022-23,5933333.3
BAHRAICH,BALHA,2023-24,3950186.2
BAHRAICH,BALHA,2024-25,3500090.3
BAHRAICH,BALHA,2025-26,5580108.7
BAHRAICH,CHITTAURA,2022-23,4950000.0
BAHRAICH,CHITTAURA,2023-24,5700000.0
BAHRAICH,CHITTAURA,2024-25,4500000.0
BAHRAICH,CHITTAURA,2025-26,4300000.0
BAHRAICH,FAKHAR PUR,2022-23,10600000.0
BAHRAICH,FAKHAR PUR,2023-24,6700000.0
BAHRAICH,FAKHAR PUR,2024-25,4000077.1
BAHRAICH,FAKHAR PUR,2025-26,4000093.1
BAHRAICH,HUJUR PUR,2022-23,2820026.2
BAHRAICH,HUJUR PUR,2023-24,3183345.8
BAHRAICH,HUJUR PUR,2024-25,2483369.0
BAHRAICH,HUJUR PUR,2025-26,4116711.7
BAHRAICH,JARWAL,2022-23,5180000.0
BAHRAICH,JARWAL,2023-24,3866715.0
BAHRAICH,JARWAL,2024-25,4150032.6
BAHRAICH,JARWAL,2025-26,4933362.2
BAHRAICH,KAISER GANJ,2022-23,4700200.3
BAHRAICH,KAISER GANJ,2023-24,3728631.0
BAHRAICH,KAISER GANJ,2024-25,4257296.9
BAHRAICH,KAISER GANJ,2025-26,4971546.4
BAHRAICH,MAHSI,2022-23,4600000.0
BAHRAICH,MAHSI,2023-24,5566666.7
BAHRAICH,MAHSI,2024-25,3666666.7
BAHRAICH,MAHSI,2025-26,4600000.0
BAHRAICH,MIHIN PURVA,2022-23,5416666.7
BAHRAICH,MIHIN PURVA,2023-24,5800000.0
BAHRAICH,MIHIN PURVA,2024-25,7942857.1
BAHRAICH,MIHIN PURVA,2025-26,5928571.4
BAHRAICH,NAGAR AREA,2022-23,219.7
BAHRAICH,NAGAR AREA,2023-24,128.6
BAHRAICH,NAGAR AREA,2024-25,183.3
BAHRAICH,NAGAR AREA,2025-26,287.4
BAHRAICH,NAWAB GANJ,2022-23,2800348.9
BAHRAICH,NAWAB GANJ,2023-24,1600000.0
BAHRAICH,NAWAB GANJ,2024-25,5100000.0
BAHRAICH,NAWAB GANJ,2025-26,5650000.0
BAHRAICH,PAYAGPUR,2022-23,6833333.3
BAHRAICH,PAYAGPUR,2023-24,6866666.7
BAHRAICH,PAYAGPUR,2024-25,8700000.0
BAHRAICH,PAYAGPUR,2025-26,7300000.0
BAHRAICH,RISIA,2022-23,4850000.0
BAHRAICH,RISIA,2023-24,4200000.0
BAHRAICH,RISIA,2024-25,3900000.0
BAHRAICH,RISIA,2025-26,5900000.0
BAHRAICH,SHIV PUR,2022-23,4700000.0
BAHRAICH,SHIV PUR,2023-24,4800000.0
BAHRAICH,SHIV PUR,2024-25,6100000.0
BAHRAICH,SHIV PUR,2025-26,7250000.0
BAHRAICH,TAJWA PUR,2022-23,4250204.8
BAHRAICH,TAJWA PUR,2023-24,2900182.9
BAHRAICH,TAJWA PUR,2024-25,4250242.4
BAHRAICH,TAJWA PUR,2025-26,3450146.3
BAHRAICH,VISHESHWAR  GANJ,2022-23,6025000.0
BAHRAICH,VISHESHWAR  GANJ,2023-24,4925000.0
BAHRAICH,VISHESHWAR  GANJ,2024-25,6675000.0
BAHRAICH,VISHESHWAR  GANJ,2025-26,7150000.0
BALLIA,BAIRIA,2022-23,188.2
BALLIA,BAIRIA,2023-24,96.8
BALLIA,BAIRIA,2024-25,115.0
BALLIA,BAIRIA,2025-26,85.7
BALLIA,BALLIA N.P.,2022-23,6250108.9
BALLIA,BALLIA N.P.,2023-24,108.2
BALLIA,BALLIA N.P.,2024-25,154.3
BALLIA,BALLIA N.P.,2025-26,244.1
BALLIA,BANSDEEH,2022-23,2350000.0
BALLIA,BANSDEEH,2023-24,1750374.8
BALLIA,BANSDEEH,2024-25,1800149.9
BALLIA,BANSDEEH,2025-26,1800174.9
BALLIA,BELAHARI,2022-23,4566666.7
BALLIA,BELAHARI,2023-24,3500000.0
BALLIA,BELAHARI,2024-25,3166666.7
BALLIA,BELAHARI,2025-26,6166666.7
BALLIA,CHILKAHAR,2022-23,3050000.0
BALLIA,CHILKAHAR,2023-24,4600000.0
BALLIA,CHILKAHAR,2024-25,5450000.0
BALLIA,CHILKAHAR,2025-26,4300000.0
BALLIA,DUBAHAR,2022-23,95.6
BALLIA,DUBAHAR,2023-24,89.7
BALLIA,DUBAHAR,2024-25,200.0
BALLIA,DUBAHAR,2025-26,94.4
BALLIA,GARWAR,2022-23,2266666.7
BALLIA,GARWAR,2023-24,2200000.0
BALLIA,GARWAR,2024-25,2800000.0
BALLIA,GARWAR,2025-26,3866666.7
BALLIA,MANIAR,2022-23,2700000.0
BALLIA,MANIAR,2023-24,3200000.0
BALLIA,MANIAR,2024-25,3800000.0
BALLIA,MANIAR,2025-26,7100000.0
BALLIA,MURLI CHHAPRA,2022-23,1400087.7
BALLIA,MURLI CHHAPRA,2023-24,1866750.0
BALLIA,MURLI CHHAPRA,2024-25,2166742.9
BALLIA,MURLI CHHAPRA,2025-26,2033416.7
BALLIA,NAGARA,2022-23,3000000.0
BALLIA,NAGARA,2023-24,2633333.3
BALLIA,NAGARA,2024-25,2300000.0
BALLIA,NAGARA,2025-26,2300000.0
BALLIA,NAVANAGAR,2022-23,3400000.0
BALLIA,NAVANAGAR,2023-24,4100000.0
BALLIA,NAVANAGAR,2024-25,2450000.0
BALLIA,NAVANAGAR,2025-26,2900000.0
BALLIA,PANDAH,2022-23,7550000.0
BALLIA,PANDAH,2023-24,1650000.0
BALLIA,PANDAH,2024-25,1150124.9
BALLIA,PANDAH,2025-26,600424.8
BALLIA,RASARA,2022-23,1200119.1
BALLIA,RASARA,2023-24,800185.8
BALLIA,RASARA,2024-25,1366923.8
BALLIA,RASARA,2025-26,1166748.8
BALLIA,REVATI,2022-23,2950000.0
BALLIA,REVATI,2023-24,1800000.0
BALLIA,REVATI,2024-25,2600000.0
BALLIA,REVATI,2025-26,2550000.0
BALLIA,SEAR,2022-23,4750000.0
BALLIA,SEAR,2023-24,4500000.0
BALLIA,SEAR,2024-25,5466666.7
BALLIA,SEAR,2025-26,4766666.7
BALLIA,SOHAWN,2022-23,87.8
BALLIA,SOHAWN,2023-24,130.6
BALLIA,SOHAWN,2024-25,73.3
BALLIA,SOHAWN,2025-26,220.7
BALRAMPUR,BALRAMPUR,2022-23,6440000.0
BALRAMPUR,BALRAMPUR,2023-24,4160000.0
BALRAMPUR,BALRAMPUR,2024-25,5360000.0
BALRAMPUR,BALRAMPUR,2025-26,5240000.0
BALRAMPUR,GAINDAS BUZURG,2022-23,1850093.6
BALRAMPUR,GAINDAS BUZURG,2023-24,1500018.9
BALRAMPUR,GAINDAS BUZURG,2024-25,2300112.2
BALRAMPUR,GAINDAS BUZURG,2025-26,1750105.2
BALRAMPUR,GAINSARI,2022-23,11333333.3
BALRAMPUR,GAINSARI,2023-24,8166666.7
BALRAMPUR,GAINSARI,2024-25,4433437.3
BALRAMPUR,GAINSARI,2025-26,4300152.2
BALRAMPUR,HARAIYA SATGHARWA,2022-23,2700000.0
BALRAMPUR,HARAIYA SATGHARWA,2023-24,3900000.0
BALRAMPUR,HARAIYA SATGHARWA,2024-25,3200000.0
BALRAMPUR,HARAIYA SATGHARWA,2025-26,4400000.0
BALRAMPUR,PACHPERWA,2022-23,2100000.0
BALRAMPUR,PACHPERWA,2023-24,2500000.0
BALRAMPUR,PACHPERWA,2024-25,4200000.0
BALRAMPUR,PACHPERWA,2025-26,2800000.0
BALRAMPUR,REHRA BAZAR,2022-23,5650000.0
BALRAMPUR,REHRA BAZAR,2023-24,4150000.0
BALRAMPUR,REHRA BAZAR,2024-25,5250000.0
BALRAMPUR,REHRA BAZAR,2025-26,5200000.0
BALRAMPUR,SHRIDUTTGANJ,2022-23,6900000.0
BALRAMPUR,SHRIDUTTGANJ,2023-24,5900000.0
BALRAMPUR,SHRIDUTTGANJ,2024-25,3725085.2
BALRAMPUR,SHRIDUTTGANJ,2025-26,4100048.5
BALRAMPUR,TULSIPUR,2022-23,7100000.0
BALRAMPUR,TULSIPUR,2023-24,7366666.7
BALRAMPUR,TULSIPUR,2024-25,8500000.0
BALRAMPUR,TULSIPUR,2025-26,8433333.3
BALRAMPUR,UTRAULA (MUN. CORP.),2022-23,8300000.0
BALRAMPUR,UTRAULA (MUN. CORP.),2023-24,6700000.0
BALRAMPUR,UTRAULA (MUN. CORP.),2024-25,259.2
BALRAMPUR,UTRAULA (MUN. CORP.),2025-26,268.7
BANDA,BABERU,2022-23,6833409.1
BANDA,BABERU,2023-24,5833354.2
BANDA,BABERU,2024-25,4500084.2
BANDA,BABERU,2025-26,5283411.3
BANDA,BADOKHAR KHURD,2022-23,4533420.9
BANDA,BADOKHAR KHURD,2023-24,4100062.4
BANDA,BADOKHAR KHURD,2024-25,3633433.0
BANDA,BADOKHAR KHURD,2025-26,4850103.5
BANDA,BISANDA,2022-23,15233447.8
