District,Block,Year,Total_Enrollment,Avg_Enrollment,School_Count
KANPUR DEHAT,SANDALPUR,2024-25,30,30.0,1
KANPUR DEHAT,SANDALPUR,2025-26,37,37.0,1
KANPUR DEHAT,SARVANKHERA,2022-23,110,110.0,1
KANPUR DEHAT,SARVANKHERA,2023-24,80,80.0,1
KANPUR DEHAT,SARVANKHERA,2024-25,261,130.5,2
KANPUR DEHAT,SARVANKHERA,2025-26,451,225.5,2
KANPUR NAGAR,BHITERGAON,2022-23,93,93.0,1
KANPUR NAGAR,BHITERGAON,2023-24,70,70.0,1
KANPUR NAGAR,BHITERGAON,2024-25,79,79.0,1
KANPUR NAGAR,BHITERGAON,2025-26,84,84.0,1
KANPUR NAGAR,BIDHNU,2022-23,508,508.0,1
KANPUR NAGAR,BIDHNU,2023-24,453,453.0,1
KANPUR NAGAR,BIDHNU,2024-25,437,437.0,1
KANPUR NAGAR,BIDHNU,2025-26,425,425.0,1
KANPUR NAGAR,BILHAUR,2022-23,191,95.5,2
KANPUR NAGAR,BILHAUR,2023-24,150,75.0,2
KANPUR NAGAR,BILHAUR,2024-25,160,80.0,2
KANPUR NAGAR,BILHAUR,2025-26,215,107.5,2
KANPUR NAGAR,CHAUBEPUR,2022-23,187,187.0,1
KANPUR NAGAR,CHAUBEPUR,2023-24,178,178.0,1
KANPUR NAGAR,CHAUBEPUR,2024-25,124,124.0,1
KANPUR NAGAR,CHAUBEPUR,2025-26,111,111.0,1
KANPUR NAGAR,GHATAMPUR,2022-23,684,228.0,3
KANPUR NAGAR,GHATAMPUR,2023-24,668,222.7,3
KANPUR NAGAR,GHATAMPUR,2024-25,620,206.7,3
KANPUR NAGAR,GHATAMPUR,2025-26,607,202.3,3
KANPUR NAGAR,KAKWAN,2022-23,81,81.0,1
KANPUR NAGAR,KAKWAN,2023-24,79,79.0,1
KANPUR NAGAR,KAKWAN,2024-25,75,75.0,1
KANPUR NAGAR,KAKWAN,2025-26,77,77.0,1
KANPUR NAGAR,KALYANPUR,2022-23,1576,394.0,4
KANPUR NAGAR,KALYANPUR,2023-24,1520,380.0,4
KANPUR NAGAR,KALYANPUR,2024-25,1495,373.8,4
KANPUR NAGAR,KALYANPUR,2025-26,1566,391.5,4
KANPUR NAGAR,PATARA,2022-23,221,110.5,2
KANPUR NAGAR,PATARA,2023-24,177,88.5,2
KANPUR NAGAR,PATARA,2024-25,175,87.5,2
KANPUR NAGAR,PATARA,2025-26,198,99.0,2
KANPUR NAGAR,PREMNAGAR,2022-23,576,288.0,2
KANPUR NAGAR,PREMNAGAR,2023-24,678,339.0,2
KANPUR NAGAR,PREMNAGAR,2024-25,784,392.0,2
KANPUR NAGAR,PREMNAGAR,2025-26,862,431.0,2
KANPUR NAGAR,SARSAUL,2022-23,394,197.0,2
KANPUR NAGAR,SARSAUL,2023-24,283,141.5,2
KANPUR NAGAR,SARSAUL,2024-25,254,127.0,2
KANPUR NAGAR,SARSAUL,2025-26,249,124.5,2
KANPUR NAGAR,SHASTRI NAGAR,2022-23,325,325.0,1
KANPUR NAGAR,SHASTRI NAGAR,2023-24,306,306.0,1
KANPUR NAGAR,SHASTRI NAGAR,2024-25,273,273.0,1
KANPUR NAGAR,SHASTRI NAGAR,2025-26,245,245.0,1
KANPUR NAGAR,SHIVRAJPUR,2022-23,96,96.0,1
KANPUR NAGAR,SHIVRAJPUR,2023-24,80,80.0,1
KANPUR NAGAR,SHIVRAJPUR,2024-25,76,76.0,1
KANPUR NAGAR,SHIVRAJPUR,2025-26,105,105.0,1
KANSHIRAM NAGAR,AMAPUR,2022-23,460,230.0,2
KANSHIRAM NAGAR,AMAPUR,2023-24,555,277.5,2
KANSHIRAM NAGAR,AMAPUR,2024-25,606,303.0,2
KANSHIRAM NAGAR,GANJ DUNDWARA,2022-23,262,87.3,3
KANSHIRAM NAGAR,GANJ DUNDWARA,2023-24,313,104.3,3
KANSHIRAM NAGAR,GANJ DUNDWARA,2024-25,388,129.3,3
KANSHIRAM NAGAR,KASGANJ,2022-23,134,134.0,1
KANSHIRAM NAGAR,KASGANJ,2023-24,129,129.0,1
KANSHIRAM NAGAR,KASGANJ,2024-25,124,124.0,1
KANSHIRAM NAGAR,KASGANJ (URBAN),2022-23,1708,1708.0,1
KANSHIRAM NAGAR,KASGANJ (URBAN),2023-24,1591,1591.0,1
KANSHIRAM NAGAR,KASGANJ (URBAN),2024-25,1563,1563.0,1
KANSHIRAM NAGAR,PATIYALI,2022-23,708,236.0,3
KANSHIRAM NAGAR,PATIYALI,2023-24,891,222.8,4
KANSHIRAM NAGAR,PATIYALI,2024-25,913,228.2,4
KANSHIRAM NAGAR,SAHAVAR,2022-23,273,273.0,1
KANSHIRAM NAGAR,SAHAVAR,2023-24,383,383.0,1
KANSHIRAM NAGAR,SAHAVAR,2024-25,553,553.0,1
KANSHIRAM NAGAR,SORON,2022-23,486,162.0,3
KANSHIRAM NAGAR,SORON,2023-24,614,204.7,3
KANSHIRAM NAGAR,SORON,2024-25,679,226.3,3
KASGANJ,AMAPUR,2025-26,681,340.5,2
KASGANJ,GANJ DUNDWARA,2025-26,430,143.3,3
KASGANJ,KASGANJ,2025-26,129,129.0,1
KASGANJ,KASGANJ (URBAN),2025-26,1636,1636.0,1
KASGANJ,PATIYALI,2025-26,928,232.0,4
KASGANJ,SAHAVAR,2025-26,758,758.0,1
KASGANJ,SORON,2025-26,670,223.3,3
KAUSHAMBI,CHAYAL,2022-23,26,26.0,1
KAUSHAMBI,CHAYAL,2023-24,29,29.0,1
KAUSHAMBI,CHAYAL,2024-25,32,32.0,1
KAUSHAMBI,CHAYAL,2025-26,40,40.0,1
KAUSHAMBI,KADA,2022-23,186,62.0,3
KAUSHAMBI,KADA,2023-24,242,80.7,3
KAUSHAMBI,KADA,2024-25,297,99.0,3
KAUSHAMBI,KADA,2025-26,372,124.0,3
KAUSHAMBI,KAUSHAMBI,2022-23,150,75.0,2
KAUSHAMBI,KAUSHAMBI,2023-24,180,90.0,2
KAUSHAMBI,KAUSHAMBI,2024-25,170,85.0,2
KAUSHAMBI,KAUSHAMBI,2025-26,229,114.5,2
KAUSHAMBI,MANJHANPUR,2022-23,193,64.3,3
KAUSHAMBI,MANJHANPUR,2023-24,243,81.0,3
KAUSHAMBI,MANJHANPUR,2024-25,313,104.3,3
KAUSHAMBI,MANJHANPUR,2025-26,355,118.3,3
KAUSHAMBI,MURATGANJ,2022-23,297,99.0,3
KAUSHAMBI,MURATGANJ,2023-24,317,105.7,3
KAUSHAMBI,MURATGANJ,2024-25,381,127.0,3
KAUSHAMBI,MURATGANJ,2025-26,427,142.3,3
KAUSHAMBI,NEWADA,2022-23,156,78.0,2
KAUSHAMBI,NEWADA,2023-24,163,81.5,2
KAUSHAMBI,NEWADA,2024-25,212,106.0,2
KAUSHAMBI,NEWADA,2025-26,241,120.5,2
KAUSHAMBI,SARSAWAN,2022-23,309,77.2,4
KAUSHAMBI,SARSAWAN,2023-24,337,84.2,4
KAUSHAMBI,SARSAWAN,2024-25,415,103.8,4
KAUSHAMBI,SARSAWAN,2025-26,462,115.5,4
KAUSHAMBI,SIRATHU,2022-23,550,78.6,7
KAUSHAMBI,SIRATHU,2023-24,785,112.1,7
KAUSHAMBI,SIRATHU,2024-25,981,140.1,7
KAUSHAMBI,SIRATHU,2025-26,1182,168.9,7
KHERI,BANKEGANJ,2022-23,206,68.7,3
KHERI,BANKEGANJ,2023-24,244,61.0,4
KHERI,BANKEGANJ,2024-25,390,97.5,4
KHERI,BANKEGANJ,2025-26,564,141.0,4
KHERI,BEHJAM,2022-23,80,80.0,1
KHERI,BEHJAM,2023-24,72,72.0,1
KHERI,BEHJAM,2024-25,58,58.0,1
KHERI,BEHJAM,2025-26,81,81.0,1
KHERI,BIJUA,2022-23,146,73.0,2
KHERI,BIJUA,2023-24,141,70.5,2
KHERI,BIJUA,2024-25,184,92.0,2
KHERI,BIJUA,2025-26,235,117.5,2
KHERI,DHAURAHARA,2022-23,1887,471.8,4
KHERI,DHAURAHARA,2023-24,1773,443.2,4
KHERI,DHAURAHARA,2024-25,1942,485.5,4
KHERI,DHAURAHARA,2025-26,1999,499.8,4
KHERI,ISANAGAR,2022-23,685,137.0,5
KHERI,ISANAGAR,2023-24,639,127.8,5
KHERI,ISANAGAR,2024-25,673,134.6,5
KHERI,ISANAGAR,2025-26,857,171.4,5
KHERI,KUMBHI-GOLA,2022-23,815,163.0,5
KHERI,KUMBHI-GOLA,2023-24,610,122.0,5
KHERI,KUMBHI-GOLA,2024-25,699,139.8,5
KHERI,KUMBHI-GOLA,2025-26,780,156.0,5
KHERI,LAKHIMPUR,2022-23,611,611.0,1
KHERI,LAKHIMPUR,2023-24,528,528.0,1
KHERI,LAKHIMPUR,2024-25,462,462.0,1
KHERI,LAKHIMPUR,2025-26,444,444.0,1
KHERI,LMP,2022-23,1717,858.5,2
KHERI,LMP,2023-24,1783,891.5,2
KHERI,LMP,2024-25,1793,896.5,2
KHERI,LMP,2025-26,1713,856.5,2
KHERI,MITAULI,2022-23,475,118.8,4
KHERI,MITAULI,2023-24,418,104.5,4
KHERI,MITAULI,2024-25,329,82.2,4
KHERI,MITAULI,2025-26,380,95.0,4
KHERI,MOHAMMADI,2022-23,213,106.5,2
KHERI,MOHAMMADI,2023-24,173,86.5,2
KHERI,MOHAMMADI,2024-25,176,88.0,2
KHERI,MOHAMMADI,2025-26,195,97.5,2
KHERI,MOM,2022-23,282,282.0,1
KHERI,MOM,2023-24,220,220.0,1
KHERI,MOM,2024-25,265,265.0,1
KHERI,MOM,2025-26,351,351.0,1
KHERI,NAKAHA,2022-23,953,476.5,2
KHERI,NAKAHA,2023-24,850,425.0,2
KHERI,NAKAHA,2024-25,771,385.5,2
KHERI,NAKAHA,2025-26,827,413.5,2
KHERI,NIGHASAN,2022-23,1338,223.0,6
KHERI,NIGHASAN,2023-24,1300,216.7,6
KHERI,NIGHASAN,2024-25,1275,212.5,6
KHERI,NIGHASAN,2025-26,1290,215.0,6
KHERI,PALIYA,2022-23,472,118.0,4
KHERI,PALIYA,2023-24,959,191.8,5
KHERI,PALIYA,2024-25,1317,263.4,5
KHERI,PALIYA,2025-26,1396,279.2,5
KHERI,PASGAWAN,2022-23,88,88.0,1
KHERI,PASGAWAN,2023-24,223,111.5,2
KHERI,PASGAWAN,2024-25,300,150.0,2
KHERI,PASGAWAN,2025-26,368,184.0,2
KHERI,PHOOL BEHAR,2022-23,826,165.2,5
KHERI,PHOOL BEHAR,2023-24,864,172.8,5
KHERI,PHOOL BEHAR,2024-25,958,191.6,5
KHERI,PHOOL BEHAR,2025-26,993,198.6,5
KHERI,RAMIYA BEHAR,2022-23,454,151.3,3
KHERI,RAMIYA BEHAR,2023-24,430,143.3,3
KHERI,RAMIYA BEHAR,2024-25,374,124.7,3
KHERI,RAMIYA BEHAR,2025-26,513,171.0,3
KUSHINAGAR,DUDAHI,2022-23,25,25.0,1
KUSHINAGAR,DUDAHI,2023-24,22,22.0,1
KUSHINAGAR,DUDAHI,2024-25,27,27.0,1
KUSHINAGAR,DUDAHI,2025-26,22,22.0,1
KUSHINAGAR,HATA,2022-23,765,382.5,2
KUSHINAGAR,HATA,2023-24,834,417.0,2
KUSHINAGAR,HATA,2024-25,826,413.0,2
KUSHINAGAR,HATA,2025-26,637,318.5,2
KUSHINAGAR,KASIA,2023-24,20,20.0,1
KUSHINAGAR,KASIA,2024-25,66,66.0,1
KUSHINAGAR,KASIA,2025-26,82,82.0,1
KUSHINAGAR,KHADDA,2022-23,341,68.2,5
KUSHINAGAR,KHADDA,2023-24,355,59.2,6
KUSHINAGAR,KHADDA,2024-25,409,68.2,6
KUSHINAGAR,KHADDA,2025-26,531,88.5,6
KUSHINAGAR,MOTICHAK,2022-23,46,46.0,1
KUSHINAGAR,MOTICHAK,2023-24,52,52.0,1
KUSHINAGAR,MOTICHAK,2024-25,67,67.0,1
KUSHINAGAR,MOTICHAK,2025-26,72,72.0,1
