District,Block,Year,Avg_Girls_Ratio
MAHARAJGANJ,MITHOURA,2022-23,0.672
MAHARAJGANJ,MITHOURA,2023-24,0.699
MAHARAJGANJ,MITHOURA,2024-25,0.679
MAHARAJGANJ,NICHLOUL,2022-23,0.597
MAHARAJGANJ,NICHLOUL,2023-24,0.479
MAHARAJGANJ,NICHLOUL,2024-25,0.458
MAHARAJGANJ,NOUTANWA,2022-23,0.759
MAHARAJGANJ,NOUTANWA,2023-24,0.761
MAHARAJGANJ,NOUTANWA,2024-25,0.796
MAHARAJGANJ,PANIYARA,2022-23,0.454
MAHARAJGANJ,PANIYARA,2023-24,0.474
MAHARAJGANJ,PANIYARA,2024-25,0.528
MAHARAJGANJ,PARTAWAL,2022-23,0.578
MAHARAJGANJ,PARTAWAL,2023-24,0.594
MAHARAJGANJ,PARTAWAL,2024-25,0.585
MAHARAJGANJ,PHARENDA,2022-23,1.0
MAHARAJGANJ,PHARENDA,2023-24,1.0
MAHARAJGANJ,PHARENDA,2024-25,0.998
MAHOBA,CHARKHARI,2022-23,0.661
MAHOBA,CHARKHARI,2023-24,0.641
MAHOBA,CHARKHARI,2024-25,0.665
MAHOBA,CHARKHARI,2025-26,0.668
MAHOBA,CHARKHARI URBAN,2022-23,0.5
MAHOBA,CHARKHARI URBAN,2023-24,0.5
MAHOBA,CHARKHARI URBAN,2024-25,0.5
MAHOBA,CHARKHARI URBAN,2025-26,0.501
MAHOBA,JAITPUR,2022-23,0.533
MAHOBA,JAITPUR,2023-24,0.559
MAHOBA,JAITPUR,2024-25,0.549
MAHOBA,JAITPUR,2025-26,0.543
MAHOBA,KABRAI,2022-23,0.452
MAHOBA,KABRAI,2023-24,0.48
MAHOBA,KABRAI,2024-25,0.499
MAHOBA,KABRAI,2025-26,0.506
MAHOBA,NAGAR PALIKA MAHOBA,2022-23,0.5
MAHOBA,NAGAR PALIKA MAHOBA,2023-24,0.5
MAHOBA,NAGAR PALIKA MAHOBA,2024-25,0.502
MAHOBA,NAGAR PALIKA MAHOBA,2025-26,0.502
MAHOBA,PANWARI,2022-23,0.564
MAHOBA,PANWARI,2023-24,0.567
MAHOBA,PANWARI,2024-25,0.615
MAHOBA,PANWARI,2025-26,0.621
MAHRAJGANJ,BRIJMAN GANJ,2025-26,0.591
MAHRAJGANJ,DHANI,2025-26,0.545
MAHRAJGANJ,GHUGHLI,2025-26,0.656
MAHRAJGANJ,LAKSHMIPUR,2025-26,0.598
MAHRAJGANJ,MAHRAJGANJ,2025-26,0.737
MAHRAJGANJ,MITHOURA,2025-26,0.683
MAHRAJGANJ,NICHLOUL,2025-26,0.674
MAHRAJGANJ,NOUTANWA,2025-26,0.812
MAHRAJGANJ,PANIYARA,2025-26,0.562
MAHRAJGANJ,PARTAWAL,2025-26,0.602
MAHRAJGANJ,PHARENDA,2025-26,0.998
MAINPURI,BARNAHAL,2022-23,0.5
MAINPURI,BARNAHAL,2023-24,0.45
MAINPURI,BARNAHAL,2024-25,0.654
MAINPURI,BARNAHAL,2025-26,0.7
MAINPURI,BEWAR,2022-23,0.638
MAINPURI,BEWAR,2023-24,0.66
MAINPURI,BEWAR,2024-25,0.69
MAINPURI,BEWAR,2025-26,0.67
MAINPURI,GHIROR,2022-23,0.581
MAINPURI,GHIROR,2023-24,0.631
MAINPURI,GHIROR,2024-25,0.656
MAINPURI,GHIROR,2025-26,0.602
MAINPURI,JAGIR,2022-23,0.538
MAINPURI,JAGIR,2023-24,0.364
MAINPURI,JAGIR,2024-25,0.692
MAINPURI,JAGIR,2025-26,0.652
MAINPURI,KARHAL,2022-23,0.802
MAINPURI,KARHAL,2023-24,0.773
MAINPURI,KARHAL,2024-25,0.766
MAINPURI,KARHAL,2025-26,0.782
MAINPURI,KISHANI,2022-23,1.0
MAINPURI,KISHANI,2023-24,1.0
MAINPURI,KISHANI,2024-25,1.0
MAINPURI,KISHANI,2025-26,1.0
MAINPURI,KURAWALI,2022-23,0.6
MAINPURI,KURAWALI,2023-24,0.609
MAINPURI,KURAWALI,2024-25,0.415
MAINPURI,KURAWALI,2025-26,0.496
MAINPURI,MAINPURI,2022-23,0.537
MAINPURI,MAINPURI,2023-24,0.532
MAINPURI,MAINPURI,2024-25,0.501
MAINPURI,MAINPURI,2025-26,0.478
MAINPURI,MAINPURI-CITY,2022-23,1.0
MAINPURI,MAINPURI-CITY,2023-24,1.0
MAINPURI,MAINPURI-CITY,2024-25,1.0
MAINPURI,MAINPURI-CITY,2025-26,1.0
MAINPURI,SULTANGANJ,2022-23,0.536
MAINPURI,SULTANGANJ,2023-24,0.488
MAINPURI,SULTANGANJ,2024-25,0.641
MAINPURI,SULTANGANJ,2025-26,0.612
MATHURA,BALDEO,2022-23,0.644
MATHURA,BALDEO,2023-24,0.624
MATHURA,BALDEO,2024-25,0.619
MATHURA,BALDEO,2025-26,0.638
MATHURA,CHAUMUHAN,2022-23,0.548
MATHURA,CHAUMUHAN,2023-24,0.442
MATHURA,CHAUMUHAN,2024-25,0.447
MATHURA,CHAUMUHAN,2025-26,0.506
MATHURA,CHHATA,2022-23,0.579
MATHURA,CHHATA,2023-24,0.634
MATHURA,CHHATA,2024-25,0.636
MATHURA,CHHATA,2025-26,0.568
MATHURA,FARAH,2022-23,0.825
MATHURA,FARAH,2023-24,0.792
MATHURA,FARAH,2024-25,0.799
MATHURA,FARAH,2025-26,0.807
MATHURA,GOVERDHAN,2022-23,0.523
MATHURA,GOVERDHAN,2023-24,0.519
MATHURA,GOVERDHAN,2024-25,0.518
MATHURA,GOVERDHAN,2025-26,0.531
MATHURA,MANT,2022-23,0.624
MATHURA,MANT,2023-24,0.602
MATHURA,MANT,2024-25,0.629
MATHURA,MANT,2025-26,0.66
MATHURA,MATHURA,2022-23,0.395
MATHURA,MATHURA,2023-24,0.385
MATHURA,MATHURA,2024-25,0.397
MATHURA,MATHURA,2025-26,0.384
MATHURA,NANDGAON,2022-23,0.435
MATHURA,NANDGAON,2023-24,0.482
MATHURA,NANDGAON,2024-25,0.448
MATHURA,NANDGAON,2025-26,0.445
MATHURA,NOHJHEEL,2022-23,0.528
MATHURA,NOHJHEEL,2023-24,0.542
MATHURA,NOHJHEEL,2024-25,0.598
MATHURA,NOHJHEEL,2025-26,0.57
MATHURA,RAYA,2022-23,0.583
MATHURA,RAYA,2023-24,0.566
MATHURA,RAYA,2024-25,0.509
MATHURA,RAYA,2025-26,0.495
MAU,BADRAW,2022-23,0.802
MAU,BADRAW,2023-24,0.789
MAU,BADRAW,2024-25,0.794
MAU,BADRAW,2025-26,0.793
MAU,DOHRIGHAT,2022-23,0.569
MAU,DOHRIGHAT,2023-24,0.502
MAU,DOHRIGHAT,2024-25,0.502
MAU,DOHRIGHAT,2025-26,0.464
MAU,GHOSI,2022-23,0.469
MAU,GHOSI,2023-24,0.516
MAU,GHOSI,2024-25,0.59
MAU,GHOSI,2025-26,0.585
MAU,KOPAGANG,2022-23,0.658
MAU,KOPAGANG,2023-24,0.488
MAU,KOPAGANG,2024-25,0.54
MAU,KOPAGANG,2025-26,0.529
MAU,MOHAMMADABAD,2022-23,0.667
MAU,MOHAMMADABAD,2023-24,0.608
MAU,MOHAMMADABAD,2024-25,0.579
MAU,MOHAMMADABAD,2025-26,0.577
MAU,NAGAR KSHETRA MAU,2022-23,1.0
MAU,NAGAR KSHETRA MAU,2023-24,1.0
MAU,NAGAR KSHETRA MAU,2024-25,1.0
MAU,NAGAR KSHETRA MAU,2025-26,0.995
MAU,PARDAHA,2022-23,0.625
MAU,PARDAHA,2023-24,0.7
MAU,PARDAHA,2024-25,0.684
MAU,PARDAHA,2025-26,0.593
MAU,RANIPUR,2022-23,0.439
MAU,RANIPUR,2023-24,0.308
MAU,RANIPUR,2024-25,0.568
MAU,RANIPUR,2025-26,0.582
MAU,RATANPURA,2022-23,0.58
MAU,RATANPURA,2023-24,0.608
MAU,RATANPURA,2024-25,0.584
MAU,RATANPURA,2025-26,0.52
MEERUT,DAURALA,2022-23,0.468
MEERUT,DAURALA,2023-24,0.516
MEERUT,DAURALA,2024-25,0.473
MEERUT,DAURALA,2025-26,0.482
MEERUT,HASTINAPUR,2022-23,0.413
MEERUT,HASTINAPUR,2023-24,0.431
MEERUT,HASTINAPUR,2024-25,0.397
MEERUT,HASTINAPUR,2025-26,0.385
MEERUT,JANI,2022-23,0.428
MEERUT,JANI,2023-24,0.383
MEERUT,JANI,2024-25,0.457
MEERUT,JANI,2025-26,0.354
MEERUT,KHARKHODA,2022-23,0.389
MEERUT,KHARKHODA,2023-24,0.398
MEERUT,KHARKHODA,2024-25,0.423
MEERUT,KHARKHODA,2025-26,0.453
MEERUT,MACHRA,2022-23,0.724
MEERUT,MACHRA,2023-24,0.782
MEERUT,MACHRA,2024-25,0.766
MEERUT,MACHRA,2025-26,0.739
MEERUT,MAWANA,2022-23,0.565
MEERUT,MAWANA,2023-24,0.609
MEERUT,MAWANA,2024-25,0.507
MEERUT,MAWANA,2025-26,0.467
MEERUT,MEERUT,2022-23,0.597
MEERUT,MEERUT,2023-24,0.583
MEERUT,MEERUT,2024-25,0.641
MEERUT,MEERUT,2025-26,0.692
MEERUT,MEERUT NAGAR,2022-23,0.501
MEERUT,MEERUT NAGAR,2023-24,0.509
MEERUT,MEERUT NAGAR,2024-25,0.516
MEERUT,MEERUT NAGAR,2025-26,0.514
MEERUT,PARIKSHIT GARH,2022-23,0.67
MEERUT,PARIKSHIT GARH,2023-24,0.667
MEERUT,PARIKSHIT GARH,2024-25,0.68
MEERUT,PARIKSHIT GARH,2025-26,0.648
MEERUT,RAJPURA,2022-23,0.66
MEERUT,RAJPURA,2023-24,0.686
MEERUT,RAJPURA,2024-25,0.706
MEERUT,RAJPURA,2025-26,0.725
MEERUT,ROHTA,2022-23,0.545
MEERUT,ROHTA,2023-24,0.578
MEERUT,ROHTA,2024-25,0.528
MEERUT,ROHTA,2025-26,0.473
MEERUT,SARDHANA,2022-23,0.514
MEERUT,SARDHANA,2023-24,0.521
MEERUT,SARDHANA,2024-25,0.506
MEERUT,SARDHANA,2025-26,0.57
MEERUT,SARURPUR,2022-23,0.371
MEERUT,SARURPUR,2023-24,0.373
MEERUT,SARURPUR,2024-25,0.522
MEERUT,SARURPUR,2025-26,0.476
MIRZAPUR,CHHANBEY,2022-23,0.528
MIRZAPUR,CHHANBEY,2023-24,0.472
MIRZAPUR,CHHANBEY,2024-25,0.518
MIRZAPUR,CHHANBEY,2025-26,0.538
MIRZAPUR,HALIA,2022-23,0.58
MIRZAPUR,HALIA,2023-24,0.596
MIRZAPUR,HALIA,2024-25,0.601
MIRZAPUR,HALIA,2025-26,0.564
MIRZAPUR,JAMALPUR,2022-23,0.536
MIRZAPUR,JAMALPUR,2023-24,0.55
MIRZAPUR,JAMALPUR,2024-25,0.523
MIRZAPUR,JAMALPUR,2025-26,0.529
MIRZAPUR,KONE,2022-23,0.534
MIRZAPUR,KONE,2023-24,0.517
MIRZAPUR,KONE,2024-25,0.52
MIRZAPUR,KONE,2025-26,0.554
MIRZAPUR,LALGANJ,2022-23,0.571
MIRZAPUR,LALGANJ,2023-24,0.591
MIRZAPUR,LALGANJ,2024-25,0.577
MIRZAPUR,LALGANJ,2025-26,0.559
MIRZAPUR,MAJHAWA,2022-23,0.649
MIRZAPUR,MAJHAWA,2023-24,0.65
MIRZAPUR,MAJHAWA,2024-25,0.655
MIRZAPUR,MAJHAWA,2025-26,0.658
MIRZAPUR,MARIHAN,2022-23,0.525
MIRZAPUR,MARIHAN,2023-24,0.537
MIRZAPUR,MARIHAN,2024-25,0.524
MIRZAPUR,MARIHAN,2025-26,0.576
MIRZAPUR,NAGAR,2022-23,0.557
MIRZAPUR,NAGAR,2023-24,0.57
MIRZAPUR,NAGAR,2024-25,0.566
MIRZAPUR,NAGAR,2025-26,0.552
MIRZAPUR,NAGAR PALIKA,2022-23,0.667
MIRZAPUR,NAGAR PALIKA,2023-24,0.667
MIRZAPUR,NAGAR PALIKA,2024-25,0.667
MIRZAPUR,NAGAR PALIKA,2025-26,0.667
MIRZAPUR,NARAYANPUR,2022-23,1.0
MIRZAPUR,NARAYANPUR,2023-24,1.0
MIRZAPUR,NARAYANPUR,2024-25,1.0
MIRZAPUR,NARAYANPUR,2025-26,1.0
MIRZAPUR,PAHARI,2022-23,0.458
MIRZAPUR,PAHARI,2023-24,0.451
MIRZAPUR,PAHARI,2024-25,0.49
MIRZAPUR,PAHARI,2025-26,0.492
MIRZAPUR,RAJGARH,2022-23,0.664
MIRZAPUR,RAJGARH,2023-24,0.63
MIRZAPUR,RAJGARH,2024-25,0.586
MIRZAPUR,RAJGARH,2025-26,0.554
MIRZAPUR,SEEKHAR,2022-23,0.755
MIRZAPUR,SEEKHAR,2023-24,0.751
MIRZAPUR,SEEKHAR,2024-25,0.715
MIRZAPUR,SEEKHAR,2025-26,0.686
MORADABAD,BHAGATPUR TANDA,2022-23,0.557
MORADABAD,BHAGATPUR TANDA,2023-24,0.532
MORADABAD,BHAGATPUR TANDA,2024-25,0.562
MORADABAD,BHAGATPUR TANDA,2025-26,0.59
MORADABAD,BILARI,2022-23,0.568
MORADABAD,BILARI,2023-24,0.506
MORADABAD,BILARI,2024-25,0.572
MORADABAD,BILARI,2025-26,0.566
MORADABAD,CHAJLET,2022-23,0.623
MORADABAD,CHAJLET,2023-24,0.613
MORADABAD,CHAJLET,2024-25,0.592
MORADABAD,CHAJLET,2025-26,0.628
MORADABAD,DILARI,2022-23,0.47
MORADABAD,DILARI,2023-24,0.505
MORADABAD,DILARI,2024-25,0.574
MORADABAD,DILARI,2025-26,0.561
MORADABAD,KUNDERKI,2022-23,0.668
MORADABAD,KUNDERKI,2023-24,0.668
MORADABAD,KUNDERKI,2024-25,0.653
MORADABAD,KUNDERKI,2025-26,0.67
MORADABAD,MORADABAD,2022-23,0.498
MORADABAD,MORADABAD,2023-24,0.549
MORADABAD,MORADABAD,2024-25,0.558
MORADABAD,MORADABAD,2025-26,0.611
MORADABAD,MORADABAD CITY BOYS,2022-23,0.405
MORADABAD,MORADABAD CITY BOYS,2023-24,0.422
MORADABAD,MORADABAD CITY BOYS,2024-25,0.433
MORADABAD,MORADABAD CITY BOYS,2025-26,0.46
MORADABAD,MORADABAD CITY GIRLS,2022-23,1.0
MORADABAD,MORADABAD CITY GIRLS,2023-24,1.0
MORADABAD,MORADABAD CITY GIRLS,2024-25,1.0
MORADABAD,MORADABAD CITY GIRLS,2025-26,1.0
MORADABAD,MUNDAPANDAY,2022-23,0.536
MORADABAD,MUNDAPANDAY,2023-24,0.525
MORADABAD,MUNDAPANDAY,2024-25,0.483
MORADABAD,MUNDAPANDAY,2025-26,0.511
MORADABAD,THAKURDWARA,2022-23,0.685
MORADABAD,THAKURDWARA,2023-24,0.646
MORADABAD,THAKURDWARA,2024-25,0.582
MORADABAD,THAKURDWARA,2025-26,0.581
MUZAFFARNAGAR,BAGHRA,2022-23,0.291
MUZAFFARNAGAR,BAGHRA,2023-24,0.381
MUZAFFARNAGAR,BAGHRA,2024-25,0.483
MUZAFFARNAGAR,BAGHRA,2025-26,0.485
MUZAFFARNAGAR,BUDHANA,2022-23,0.512
MUZAFFARNAGAR,BUDHANA,2023-24,0.527
MUZAFFARNAGAR,BUDHANA,2024-25,0.563
MUZAFFARNAGAR,BUDHANA,2025-26,0.501
MUZAFFARNAGAR,CHARTHAWAL,2022-23,0.415
MUZAFFARNAGAR,CHARTHAWAL,2023-24,0.447
MUZAFFARNAGAR,CHARTHAWAL,2024-25,0.503
MUZAFFARNAGAR,CHARTHAWAL,2025-26,0.559
MUZAFFARNAGAR,JANSATH,2022-23,0.625
MUZAFFARNAGAR,JANSATH,2023-24,0.666
MUZAFFARNAGAR,JANSATH,2024-25,0.629
MUZAFFARNAGAR,JANSATH,2025-26,0.558
MUZAFFARNAGAR,KHATAULI,2022-23,0.751
MUZAFFARNAGAR,KHATAULI,2023-24,0.766
MUZAFFARNAGAR,KHATAULI,2024-25,0.735
MUZAFFARNAGAR,KHATAULI,2025-26,0.736
MUZAFFARNAGAR,MORNA,2022-23,0.437
MUZAFFARNAGAR,MORNA,2023-24,0.451
MUZAFFARNAGAR,MORNA,2024-25,0.49
MUZAFFARNAGAR,MORNA,2025-26,0.467
MUZAFFARNAGAR,PURKAJI,2022-23,0.491
MUZAFFARNAGAR,PURKAJI,2023-24,0.486
MUZAFFARNAGAR,PURKAJI,2024-25,0.421
MUZAFFARNAGAR,PURKAJI,2025-26,0.413
MUZAFFARNAGAR,SADAR,2022-23,0.454
MUZAFFARNAGAR,SADAR,2023-24,0.377
MUZAFFARNAGAR,SADAR,2024-25,0.4
MUZAFFARNAGAR,SADAR,2025-26,0.448
MUZAFFARNAGAR,SADAR [TOWN AREA],2022-23,0.037
MUZAFFARNAGAR,SADAR [TOWN AREA],2023-24,0.056
MUZAFFARNAGAR,SADAR [TOWN AREA],2024-25,0.089
MUZAFFARNAGAR,SADAR [TOWN AREA],2025-26,0.109
MUZAFFARNAGAR,SHAHPUR,2022-23,0.657
MUZAFFARNAGAR,SHAHPUR,2023-24,0.681
MUZAFFARNAGAR,SHAHPUR,2024-25,0.582
MUZAFFARNAGAR,SHAHPUR,2025-26,0.572
PILIBHIT,AMARIA,2022-23,0.461
PILIBHIT,AMARIA,2023-24,0.518
PILIBHIT,AMARIA,2024-25,0.528
PILIBHIT,AMARIA,2025-26,0.543
PILIBHIT,BARKHERA,2022-23,0.574
PILIBHIT,BARKHERA,2023-24,0.586
PILIBHIT,BARKHERA,2024-25,0.607
PILIBHIT,BARKHERA,2025-26,0.619
PILIBHIT,BILSANDA,2022-23,0.537
PILIBHIT,BILSANDA,2023-24,0.561
PILIBHIT,BILSANDA,2024-25,0.597
PILIBHIT,BILSANDA,2025-26,0.56
PILIBHIT,BISALPUR,2022-23,0.346
PILIBHIT,BISALPUR,2023-24,0.393
PILIBHIT,BISALPUR,2024-25,0.397
PILIBHIT,BISALPUR,2025-26,0.383
PILIBHIT,LALORIKHERA,2022-23,0.448
PILIBHIT,LALORIKHERA,2023-24,0.444
PILIBHIT,LALORIKHERA,2024-25,0.486
PILIBHIT,LALORIKHERA,2025-26,0.467
PILIBHIT,MARORI,2022-23,0.539
PILIBHIT,MARORI,2023-24,0.535
PILIBHIT,MARORI,2024-25,0.501
PILIBHIT,MARORI,2025-26,0.514
PILIBHIT,N. P. PILIBHIT,2022-23,0.597
PILIBHIT,N. P. PILIBHIT,2023-24,0.623
PILIBHIT,N. P. PILIBHIT,2024-25,0.622
PILIBHIT,N. P. PILIBHIT,2025-26,0.604
PILIBHIT,PURANPUR,2022-23,0.551
PILIBHIT,PURANPUR,2023-24,0.633
PILIBHIT,PURANPUR,2024-25,0.619
PILIBHIT,PURANPUR,2025-26,0.623
PRATAPGARH,AASPUR-DEOSARA,2022-23,0.557
PRATAPGARH,AASPUR-DEOSARA,2023-24,0.613
PRATAPGARH,AASPUR-DEOSARA,2024-25,0.646
PRATAPGARH,AASPUR-DEOSARA,2025-26,0.671
PRATAPGARH,BABA BHELKHARNATH,2022-23,0.523
PRATAPGARH,BABA BHELKHARNATH,2023-24,0.579
PRATAPGARH,BABA BHELKHARNATH,2024-25,0.558
PRATAPGARH,BABA BHELKHARNATH,2025-26,0.52
PRATAPGARH,BABAGANJ,2022-23,0.529
PRATAPGARH,BABAGANJ,2023-24,0.477
PRATAPGARH,BABAGANJ,2024-25,0.54
PRATAPGARH,BABAGANJ,2025-26,0.453
PRATAPGARH,BIHAR,2022-23,0.665
PRATAPGARH,BIHAR,2023-24,0.659
PRATAPGARH,BIHAR,2024-25,0.631
PRATAPGARH,BIHAR,2025-26,0.593
PRATAPGARH,CITY(PRATAPGARH BELHA),2022-23,0.5
PRATAPGARH,CITY(PRATAPGARH BELHA),2023-24,0.5
PRATAPGARH,CITY(PRATAPGARH BELHA),2024-25,0.5
PRATAPGARH,CITY(PRATAPGARH BELHA),2025-26,0.5
PRATAPGARH,GAURA,2022-23,0.6
PRATAPGARH,GAURA,2023-24,0.613
PRATAPGARH,GAURA,2024-25,0.603
PRATAPGARH,GAURA,2025-26,0.624
PRATAPGARH,KALAKANKER,2022-23,0.608
PRATAPGARH,KALAKANKER,2023-24,0.61
PRATAPGARH,KALAKANKER,2024-25,0.589
PRATAPGARH,KALAKANKER,2025-26,0.603
PRATAPGARH,LALGANJ,2022-23,1.0
PRATAPGARH,LALGANJ,2023-24,1.0
PRATAPGARH,LALGANJ,2024-25,1.0
PRATAPGARH,LALGANJ,2025-26,1.0
PRATAPGARH,LAXMANPUR,2022-23,0.506
PRATAPGARH,LAXMANPUR,2023-24,0.46
PRATAPGARH,LAXMANPUR,2024-25,0.483
PRATAPGARH,LAXMANPUR,2025-26,0.532
PRATAPGARH,MANDHATA,2022-23,0.707
PRATAPGARH,MANDHATA,2023-24,0.803
PRATAPGARH,MANDHATA,2024-25,0.814
PRATAPGARH,MANDHATA,2025-26,0.717
PRATAPGARH,MANGRAURA,2022-23,0.512
PRATAPGARH,MANGRAURA,2023-24,0.517
PRATAPGARH,MANGRAURA,2024-25,0.531
PRATAPGARH,MANGRAURA,2025-26,0.477
PRATAPGARH,PATTI,2022-23,0.766
PRATAPGARH,PATTI,2023-24,0.747
PRATAPGARH,PATTI,2024-25,0.714
PRATAPGARH,PATTI,2025-26,0.744
PRATAPGARH,SADAR,2023-24,0.437
PRATAPGARH,SADAR,2024-25,0.377
PRATAPGARH,SADWA-CHANDRIKA,2022-23,0.404
PRATAPGARH,SADWA-CHANDRIKA,2023-24,0.442
PRATAPGARH,SADWA-CHANDRIKA,2024-25,0.48
PRATAPGARH,SADWA-CHANDRIKA,2025-26,0.438
PRATAPGARH,SANGIPUR,2022-23,0.8
PRATAPGARH,SANGIPUR,2023-24,0.817
PRATAPGARH,SANGIPUR,2024-25,0.792
PRATAPGARH,SANGIPUR,2025-26,0.8
PRATAPGARH,SHIVGARH,2022-23,0.401
PRATAPGARH,SHIVGARH,2023-24,0.525
PRATAPGARH,SHIVGARH,2024-25,0.541
PRATAPGARH,SHIVGARH,2025-26,0.562
PRAYAGRAJ,BAHARIYA,2022-23,0.662
PRAYAGRAJ,BAHARIYA,2023-24,0.546
PRAYAGRAJ,BAHARIYA,2024-25,0.628
PRAYAGRAJ,BAHARIYA,2025-26,0.568
PRAYAGRAJ,CHAKA,2022-23,0.527
PRAYAGRAJ,CHAKA,2023-24,0.488
PRAYAGRAJ,CHAKA,2024-25,0.502
PRAYAGRAJ,CHAKA,2025-26,0.515
PRAYAGRAJ,DHANUPUR,2022-23,1.0
PRAYAGRAJ,DHANUPUR,2023-24,1.0
PRAYAGRAJ,DHANUPUR,2024-25,1.0
PRAYAGRAJ,DHANUPUR,2025-26,1.0
PRAYAGRAJ,HANDIA,2022-23,0.758
PRAYAGRAJ,HANDIA,2023-24,0.78
PRAYAGRAJ,HANDIA,2024-25,0.806
PRAYAGRAJ,HANDIA,2025-26,0.803
PRAYAGRAJ,JASARA,2022-23,0.751
PRAYAGRAJ,JASARA,2023-24,0.777
PRAYAGRAJ,JASARA,2024-25,0.778
PRAYAGRAJ,JASARA,2025-26,0.752
PRAYAGRAJ,KARCHHANA,2022-23,1.0
PRAYAGRAJ,KARCHHANA,2023-24,1.0
PRAYAGRAJ,KARCHHANA,2024-25,1.0
PRAYAGRAJ,KARCHHANA,2025-26,1.0
PRAYAGRAJ,KORAON,2022-23,0.603
PRAYAGRAJ,KORAON,2023-24,0.622
PRAYAGRAJ,KORAON,2024-25,0.577
PRAYAGRAJ,KORAON,2025-26,0.589
PRAYAGRAJ,MANDA,2022-23,0.46
PRAYAGRAJ,MANDA,2023-24,0.487
PRAYAGRAJ,MANDA,2024-25,0.513
PRAYAGRAJ,MANDA,2025-26,0.549
PRAYAGRAJ,MAUAIMA,2022-23,0.568
PRAYAGRAJ,MAUAIMA,2023-24,0.632
PRAYAGRAJ,MAUAIMA,2024-25,0.522
PRAYAGRAJ,MAUAIMA,2025-26,0.385
PRAYAGRAJ,MEJA,2022-23,0.799
PRAYAGRAJ,MEJA,2023-24,0.792
PRAYAGRAJ,MEJA,2024-25,0.524
PRAYAGRAJ,MEJA,2025-26,0.48
