District,Block,School_ID,School_Name,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Peak_Year,Peak_Value,Trough_Year,Trough_Value,Post_Peak_Loss_pct,Peak_Tag
BULANDSHAHR,SHIKARPUR,9110201603,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAKHAITA,38,56,81,94,2025-26,94,2022-23,38,0.0,Peak Now
BULANDSHAHR,SHIKARPUR,9110204003,RAJKIYA HIGH SCHOOL,22,43,68,57,2024-25,68,2022-23,22,116.18,Recently Peaked
BULANDSHAHR,SIKANDRABAD,9111500107,GOVT. GIRLS INTER COLLEGE,55,64,73,90,2025-26,90,2022-23,55,0.0,Peak Now
BULANDSHAHR,SIKANDRABAD,9111511303,RAJKIYA UMV NAI BASTI,57,77,91,85,2024-25,91,2022-23,57,106.59,Recently Peaked
BULANDSHAHR,SYNA,9110601106,RAJKIYA UMV MAKADI,25,37,33,51,2025-26,51,2022-23,25,0.0,Peak Now
BULANDSHAHR,UCHAGAON,9110500504,GOVT HS FAREEDA BANGAR,33,16,20,62,2025-26,62,2023-24,16,0.0,Peak Now
BULANDSHAHR,UCHAGAON,9110507203,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMARPUR,134,147,176,208,2025-26,208,2022-23,134,0.0,Peak Now
BULANDSHAHR,UCHAGAON,9110505517,RAJKIYA HIGH SCHOOL,23,30,22,22,2023-24,30,2024-25,22,126.67,Post Peak Severe
CHANDAULI,BARAHANI,9660700806,G.G.I.C SAIYADRAJA,679,828,878,971,2025-26,971,2022-23,679,0.0,Peak Now
CHANDAULI,BARAHANI,9660705803,GHS DAITHA,58,59,56,52,2023-24,59,2025-26,52,111.86,Post Peak Severe
CHANDAULI,BARAHANI,9660701103,GHS KANDAWA,22,16,21,49,2025-26,49,2023-24,16,0.0,Peak Now
CHANDAULI,BARAHANI,9660703804,GHS KHAJARA,19,15,24,46,2025-26,46,2023-24,15,0.0,Peak Now
CHANDAULI,BARAHANI,9660701402,GHS NOORI,35,40,45,52,2025-26,52,2022-23,35,0.0,Peak Now
CHANDAULI,CHAHANIYA,9660302802,GHS KURAHANA,51,57,67,83,2025-26,83,2022-23,51,0.0,Peak Now
CHANDAULI,CHAKIYA,9660211804,ADITYA NARAYAN GOVT. I.C. CHAKIYA,2863,3154,3309,3378,2025-26,3378,2022-23,2863,0.0,Peak Now
CHANDAULI,CHAKIYA,9660211203,GHS BITHAWAL KALA,59,97,128,135,2025-26,135,2022-23,59,0.0,Peak Now
CHANDAULI,CHAKIYA,9660206803,GHS GARALA,86,75,62,72,2022-23,86,2024-25,62,116.28,Recovering
CHANDAULI,CHAKIYA,9660203305,GHS GAYGHAT,31,36,44,44,2024-25,44,2022-23,31,100.0,Recently Peaked
CHANDAULI,CHANDAULI,9660107602,GHS KHURUHUJA,76,103,124,140,2025-26,140,2022-23,76,0.0,Peak Now
CHANDAULI,CHANDAULI,9660105404,GHS KONIYA,35,54,79,80,2025-26,80,2022-23,35,0.0,Peak Now
CHANDAULI,CHANDAULI,9660117401,GHS PAITUA,52,61,71,75,2025-26,75,2022-23,52,0.0,Peak Now
CHANDAULI,CHANDAULI,9660109602,GHS TRIBHUVANPUR,79,87,112,117,2025-26,117,2022-23,79,0.0,Peak Now
CHANDAULI,NAUGARH,9660901102,GHS DEWARI KALA,64,48,33,50,2022-23,64,2024-25,33,121.88,Recovering
CHANDAULI,NAUGARH,9660902003,GHS GOLABAD,186,153,123,125,2022-23,186,2024-25,123,132.8,Recovering
CHANDAULI,NAUGARH,9660900802,GHS JAMASOT,55,60,52,59,2023-24,60,2024-25,52,101.67,Recovering
CHANDAULI,NAUGARH,9660900503,GHS LAUWARI KALA,48,44,42,44,2022-23,48,2024-25,42,108.33,Recovering
CHANDAULI,NAUGARH,9660904504,GHS SONWAR,92,104,109,128,2025-26,128,2022-23,92,0.0,Peak Now
CHANDAULI,NAUGARH,9660902603,GHS UDITPUR SURRA,52,54,84,102,2025-26,102,2022-23,52,0.0,Peak Now
CHANDAULI,NAUGARH,9660907306,GOVT. INTER COLLEGE NAUGARH,1480,1321,1216,1153,2022-23,1480,2025-26,1153,122.09,Post Peak Severe
CHANDAULI,SAKALDIHA,9660409305,GOVT. G.I.C. DIGHAWAT,151,172,189,186,2024-25,189,2022-23,151,101.59,Recently Peaked
CHANDAULI,SHAHABGANJ,9660606603,GHS BANARASIYA,139,154,168,164,2024-25,168,2022-23,139,102.38,Recently Peaked
CHANDAULI,SHAHABGANJ,9660607202,GHS KAUDIHAR,48,51,57,59,2025-26,59,2022-23,48,0.0,Peak Now
CHANDAULI,SHAHABGANJ,9660602903,GHS KHAKHADA,51,54,52,40,2023-24,54,2025-26,40,125.93,Post Peak Severe
CHANDAULI,SHAHABGANJ,9660608003,GHS MUSAKHAND,143,127,168,118,2024-25,168,2025-26,118,129.76,Recently Peaked
CHITRAKOOT,CHITRAKOOT,9410104506,G.I.C. GHURETANPUR,490,556,604,623,2025-26,623,2022-23,490,0.0,Peak Now
CHITRAKOOT,CHITRAKOOT,9410105809,GOVT. HIGH SCHOOL BHARATKOOP,138,137,119,146,2025-26,146,2024-25,119,0.0,Peak Now
CHITRAKOOT,CHITRAKOOT,9410106908,GOVT. HIGH SCHOOL RAULI KALYANPUR,137,122,101,128,2022-23,137,2024-25,101,106.57,Recovering
CHITRAKOOT,CHITRAKOOT,9410103404,GOVT. HIGH SCHOOL SEMARIYA CHARANDASI,97,84,77,79,2022-23,97,2024-25,77,118.56,Recovering
CHITRAKOOT,CHITRAKOOT,9410109503,GOVT. HIGH SCHOOL SHIVRAMPUR,143,111,111,105,2022-23,143,2025-26,105,126.57,Post Peak Severe
CHITRAKOOT,CHITRAKOOT (URBAN),9410600186,G.G.I.C. KARWI,531,598,600,566,2024-25,600,2022-23,531,105.67,Recently Peaked
CHITRAKOOT,MANIKPUR,9410507201,G.G.I.C. MANIKPUR,288,251,260,252,2022-23,288,2023-24,251,112.5,Post Peak Severe
CHITRAKOOT,MANIKPUR,9410504607,GOVT. HIGH SCHOOL BADI MADAIYAN,103,103,88,82,2022-23,103,2025-26,82,120.39,Post Peak Severe
CHITRAKOOT,MANIKPUR,9410504704,GOVT. HIGH SCHOOL DADARI MAFI,59,47,60,80,2025-26,80,2023-24,47,0.0,Peak Now
CHITRAKOOT,MANIKPUR,9410506109,GOVT. HIGH SCHOOL ELHA,19,24,31,35,2025-26,35,2022-23,19,0.0,Peak Now
CHITRAKOOT,MANIKPUR,9410500910,GOVT. HIGH SCHOOL ETAWA DUDAILA,122,119,81,77,2022-23,122,2025-26,77,136.89,Post Peak Severe
CHITRAKOOT,MANIKPUR,9410500113,PT DEEN DAYAL UPADHYAY GOVT MODEL I C UNCHADEEH CHITRAKOOT,308,282,306,300,2022-23,308,2023-24,282,102.6,Post Peak Severe
CHITRAKOOT,MAU,9410304106,G.I.C. BARGARH,1109,1062,1029,1077,2022-23,1109,2024-25,1029,102.89,Recovering
CHITRAKOOT,MAU,9410304009,GOVT. HIGH SCHOOL BIYAWAL,123,101,103,119,2022-23,123,2023-24,101,103.25,Recovering
CHITRAKOOT,MAU,9410300503,GOVT. HIGH SCHOOL MANDAUR,116,95,122,147,2025-26,147,2023-24,95,0.0,Peak Now
CHITRAKOOT,MAU,9410304803,GOVT. HIGH SCHOOL MURKA,71,61,67,53,2022-23,71,2025-26,53,125.35,Post Peak Severe
CHITRAKOOT,MAU,9410302604,GOVT. HIGH SCHOOL TIKARA,60,53,57,97,2025-26,97,2023-24,53,0.0,Peak Now
CHITRAKOOT,MAU,9410305004,PT DEEN DAYAL UPADHYAY GOVT MODEL I C HARDI KALA CHITRAKOOT,150,194,243,220,2024-25,243,2022-23,150,109.47,Recently Peaked
CHITRAKOOT,PAHADI,9410207501,GOVT. HIGH SCHOOL ASHOH,138,123,116,141,2025-26,141,2024-25,116,0.0,Peak Now
CHITRAKOOT,PAHADI,9410200304,GOVT. HIGH SCHOOL CHANDI,104,141,154,169,2025-26,169,2022-23,104,0.0,Peak Now
CHITRAKOOT,PAHADI,9410205101,GOVT. HIGH SCHOOL GAUHANI,51,41,46,52,2025-26,52,2023-24,41,0.0,Peak Now
CHITRAKOOT,PAHADI,9410203801,GOVT. HIGH SCHOOL MAMSI BUJURGA,74,55,38,63,2022-23,74,2024-25,38,114.86,Recovering
CHITRAKOOT,PAHADI,9410202505,GOVT. HIGH SCHOOL MIRJAPUR,81,61,86,90,2025-26,90,2023-24,61,0.0,Peak Now
CHITRAKOOT,PAHADI,9410206505,GOVT. HIGH SCHOOL NONAR,41,57,57,66,2025-26,66,2022-23,41,0.0,Peak Now
CHITRAKOOT,PAHADI,9410202404,GOVT. HIGH SCHOOL SURSEN,100,102,102,105,2025-26,105,2022-23,100,0.0,Peak Now
CHITRAKOOT,PAHADI,9410205407,RAJKIYA KANYA UCHCHATAR MADHYAMIK VIDYALYA GANEEWA CHITRAKOOT,32,37,36,50,2025-26,50,2022-23,32,0.0,Peak Now
CHITRAKOOT,PAHADI,9410202022,SAMAJWADI ABHINAV VIDYALAYA SARDHUWA,77,202,144,113,2023-24,202,2022-23,77,144.06,Post Peak Severe
CHITRAKOOT,RAM NAGAR,9410403909,G.G.I.C. RAJAPUR,673,676,684,656,2024-25,684,2025-26,656,104.09,Recently Peaked
CHITRAKOOT,RAM NAGAR,9410401803,GOVT. HIGH SCHOOL SIRAWAL,144,106,121,126,2022-23,144,2023-24,106,112.5,Recovering
DEORIA,BARAHAJ,9601701602,R.U.M.V. BADKA GAON,75,86,115,123,2025-26,123,2022-23,75,0.0,Peak Now
DEORIA,BARAHAJ,9601703905,RAJKIY U.M.V.LABAKANI GANGA,119,109,96,73,2022-23,119,2025-26,73,138.66,Post Peak Severe
DEORIA,BARAHAJ,9601704611,RAJKIYA UMV PAINA,57,71,63,59,2023-24,71,2022-23,57,116.9,Post Peak Severe
DEORIA,BHATNI,9600803917,RAJIYA U.M.V.BHARHE CHAURA,29,31,30,22,2023-24,31,2025-26,22,129.03,Post Peak Severe
DEORIA,DEORIA NAGAR KSHETRA,9601502902,GOVERMENT INTER COLLEGE DEORIA,1642,1606,1770,2110,2025-26,2110,2023-24,1606,0.0,Peak Now
DEORIA,DEORIA NAGAR KSHETRA,9601502903,KASTUEBA RAJKIY GIRLS INTER COLLEGE DEORIA,1177,901,992,1014,2022-23,1177,2023-24,901,113.85,Recovering
DEORIA,DESAHI DEORIA,9601802206,PT DEEN DAYAL UPADHYAY I C TILA TALI DESAHI DEORIA DEORIA,49,87,231,252,2025-26,252,2022-23,49,0.0,Peak Now
DEORIA,GAURI BAZAR,9600108705,G.G.H.S. SCHOOL INDUPUR,244,221,174,207,2022-23,244,2024-25,174,115.16,Recovering
DEORIA,GAURI BAZAR,9600102903,RAJKIY U.M.V.BAGAPAR,23,34,52,53,2025-26,53,2022-23,23,0.0,Peak Now
DEORIA,GAURI BAZAR,9600109103,RAJKIY U.M.V.SAVANA  LAXMAN,102,75,74,80,2022-23,102,2024-25,74,121.57,Recovering
DEORIA,LAR,9601404204,RAJKIY U.M.V.KUNDAULI,24,15,7,23,2022-23,24,2024-25,7,104.17,Recovering
DEORIA,PATTHRDEVA,9600503905,GOVT.H.S.SCHOOL MALGHOT BIRAICHA,37,32,25,22,2022-23,37,2025-26,22,140.54,Post Peak Severe
DEORIA,PATTHRDEVA,9600503804,R .UMV RAMPUR MAHUARI,114,94,61,47,2022-23,114,2025-26,47,158.77,Post Peak Severe
DEORIA,RUDRAPUR,9600706504,RAJKIY U.M.V.SILHATA,33,42,50,51,2025-26,51,2022-23,33,0.0,Peak Now
DEORIA,RUDRAPUR,9600701103,RAJKIYA U.M.V.GONAH SURTPURA,13,14,7,11,2023-24,14,2024-25,7,121.43,Recovering
DEORIA,RUDRAPUR,9600700903,RAJKIYA U.M.V.NAKAEL,95,99,91,92,2023-24,99,2024-25,91,107.07,Recovering
DEORIA,SALIMPUR,9600405612,GOVT. G. INTER COLLEGE,14,15,10,11,2023-24,15,2024-25,10,126.67,Recovering
ETAH,ALIGANJ,9170111309,CHAMPADEVI G.G.I.C. RAJA KA RAMPUR,483,462,458,458,2022-23,483,2024-25,458,105.18,Post Peak Severe
ETAH,ALIGANJ,9170102704,GOVERNMENT HIGH SCHOOL M.NAGAR BAJHERA,37,22,23,49,2025-26,49,2023-24,22,0.0,Peak Now
ETAH,ALIGANJ,9170102705,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE M NAGAR BAJHERA ETAH,29,30,58,75,2025-26,75,2022-23,29,0.0,Peak Now
ETAH,AWAGARH,9170306407,GOVERNMENT HSS KUSAWA,80,79,50,50,2022-23,80,2024-25,50,137.5,Post Peak Severe
ETAH,AWAGARH,9170307510,"GOVT. HIGH SCHOOL, KUSET",29,25,28,51,2025-26,51,2023-24,25,0.0,Peak Now
ETAH,AWAGARH,9170305106,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE ISAULI ETAH,174,196,221,241,2025-26,241,2022-23,174,0.0,Peak Now
ETAH,ETAH (URBAN),9171602102,GOV. GIRLS INTER COLEEGE ETAH,902,778,628,591,2022-23,902,2025-26,591,134.48,Post Peak Severe
ETAH,ETAH (URBAN),9171602303,GOV. INTER COLLEGE ETAH,433,411,442,373,2024-25,442,2025-26,373,115.61,Recently Peaked
ETAH,JAITHARA,9170504504,GOVERNMENT HIGH SCHOOL LALPUR JAHANGIRABAD,30,15,7,22,2022-23,30,2024-25,7,126.67,Recovering
ETAH,JAITHARA,9170509104,GOVT INTER COLLEGE AMRATPUR RAGHUPUR JAITHRA,35,56,142,184,2025-26,184,2022-23,35,0.0,Peak Now
ETAH,JAITHARA,9170503009,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MUIUDDINPUR ETAH,63,86,104,87,2024-25,104,2022-23,63,116.35,Recently Peaked
ETAH,JALESAR,9170605204,GOVERNMENT HIGHSCHOOL MAHANMAI,106,99,81,81,2022-23,106,2024-25,81,123.58,Post Peak Severe
ETAH,JALESAR (URBAN),9171801702,RAJKIYA BALIKA INTER COLLAGE,818,690,793,690,2022-23,818,2023-24,690,115.65,Post Peak Severe
ETAH,MARHARA,9170807903,GOVT H.S NAGLA MANDHATI (SARNU),47,39,41,53,2025-26,53,2023-24,39,0.0,Peak Now
ETAH,MARHARA,9170806803,GOVT H.S.V ALAMPUR,67,53,48,60,2022-23,67,2024-25,48,110.45,Recovering
ETAH,NIDHAULI KALAN,9170906602,G.G.I. COLLEGE BAKALPUR,196,203,221,218,2024-25,221,2022-23,196,101.36,Recently Peaked
ETAH,NIDHAULI KALAN,9170908304,GOVERNMENT GIRLS INTER COLLEGE RAM NAGAR,79,78,70,71,2022-23,79,2024-25,70,110.13,Recovering
ETAH,NIDHAULI KALAN,9170900504,GOVERNMENT HSS ADHAPURA,37,33,35,52,2025-26,52,2023-24,33,0.0,Peak Now
ETAH,NIDHAULI KALAN,9170907404,GOVERNMENT HSS SHAH BAJPUR,25,23,30,51,2025-26,51,2023-24,23,0.0,Peak Now
ETAH,NIDHAULI KALAN,9170907704,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE GAHARANA ETAH,139,179,220,236,2025-26,236,2022-23,139,0.0,Peak Now
ETAH,SAKEET,9171203106,"GOVT. HIGH SCHOOL, RIJOR",60,45,51,66,2025-26,66,2023-24,45,0.0,Peak Now
ETAH,SAKEET,9171207019,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE MALAWAN ETAH,99,105,150,157,2025-26,157,2022-23,99,0.0,Peak Now
ETAH,SHEETAL PUR,9171314101,GOV.GIRLS INTER COLLEGE,91,90,86,122,2025-26,122,2024-25,86,0.0,Peak Now
ETAH,SHEETAL PUR,9171313404,GOVERNMENT HIGH SCHOOL KASON NIJAMPUR,76,65,66,73,2022-23,76,2023-24,65,103.95,Recovering
ETAH,SHEETAL PUR,9171300114,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JIRSIMI ETAH,294,398,429,414,2024-25,429,2022-23,294,103.5,Recently Peaked
ETAWAH,BARHPURA,9310500108,GOVT GIRLS INTER COLLEGE UDDI,342,335,324,287,2022-23,342,2025-26,287,116.08,Post Peak Severe
ETAWAH,BHARTHANA,9310702406,GOVT UMV SAMASPURA ETAWA,95,82,105,101,2024-25,105,2023-24,82,103.81,Recently Peaked
ETAWAH,CHAKARNAGAR,9310800118,GOVT HIGH SCHOOL KANDESI DHAR,31,34,38,52,2025-26,52,2022-23,31,0.0,Peak Now
ETAWAH,CHAKARNAGAR,9310800130,GOVT UMV IMLIA,57,44,51,60,2025-26,60,2023-24,44,0.0,Peak Now
ETAWAH,CHAKARNAGAR,9310800120,GOVT UPS JAUNANI,63,46,45,53,2022-23,63,2024-25,45,115.87,Recovering
ETAWAH,CHAKARNAGAR,9310805804,GOVT.  INTER COLLEGE SINDAUS,154,151,158,171,2025-26,171,2023-24,151,0.0,Peak Now
ETAWAH,CHAKARNAGAR,9310800116,GOVT. GIRLS INTER COLLEGE CHAKARNAGAR,309,249,308,303,2022-23,309,2023-24,249,101.94,Post Peak Severe
ETAWAH,CHAKARNAGAR,9310804607,GOVT. HIGHER SECONDARY SCHOOL,257,247,280,288,2025-26,288,2023-24,247,0.0,Peak Now
ETAWAH,ETAWAH NAGAR CHETRA,9310903242,GOVT INTER COLLEGE ETAWAH,1481,1339,1119,984,2022-23,1481,2025-26,984,133.56,Post Peak Severe
ETAWAH,ETAWAH NAGAR CHETRA,9310907904,GOVT. GIRLS INTER COLLEGE,1642,1622,1611,1447,2022-23,1642,2025-26,1447,111.88,Post Peak Severe
ETAWAH,JASWANT NAGAR,9310410922,GOVT GIRLS INTER COLLEGE JASWANT NAGAR,489,400,373,520,2025-26,520,2024-25,373,0.0,Peak Now
ETAWAH,JASWANT NAGAR,9310410923,GOVT INTER COLLEGE DHARWAR ETAWAH,118,93,91,103,2022-23,118,2024-25,91,112.71,Recovering
ETAWAH,JASWANT NAGAR,9310410925,GOVT UPS BAUTH,55,55,50,65,2025-26,65,2024-25,50,0.0,Peak Now
ETAWAH,JASWANT NAGAR,9310410926,GOVT UPS BIBAMAU,50,54,84,71,2024-25,84,2022-23,50,115.48,Recently Peaked
ETAWAH,JASWANT NAGAR,9310401104,RAJIKIYA UCCATAR MADIMIK VIDHALYA  JASWANTNAGAR ,22,33,28,36,2025-26,36,2022-23,22,0.0,Peak Now
ETAWAH,MAHEWA,9310201706,GOVT UMV LUDHIYANI,179,171,251,167,2024-25,251,2025-26,167,133.47,Recently Peaked
ETAWAH,SAIFAI,9310601706,AMITAB BACHCHAN GOVT. INTER COLLEGE SAIFAI,146,141,142,136,2022-23,146,2025-26,136,106.85,Post Peak Severe
ETAWAH,SAIFAI,9310601722,GOVT GIRLS INTER COLLEGE SAIFAI,293,285,288,274,2022-23,293,2025-26,274,106.48,Post Peak Severe
ETAWAH,SAIFAI,9310601708,GOVT UPS HARCHANDERPUR,67,91,100,111,2025-26,111,2022-23,67,0.0,Peak Now
ETAWAH,SAIFAI,9310601707,GOVT UPS NAGARIYA KUKPUR,48,43,43,59,2025-26,59,2023-24,43,0.0,Peak Now
ETAWAH,TAKHA,9310105506,GOVT. HIGHER SECONDARYSCHOOL,99,73,84,99,2022-23,99,2023-24,73,100.0,V Shape
FAIZABAD,AMANIGANJ,9470103101,"GOVERNMENT BALIKA INTER COLLEGE, GAHNAG",45,47,70,100,2025-26,100,2022-23,45,0.0,Peak Now
FAIZABAD,AMANIGANJ,9470109407,GOVERNMENT HIGH SCHOOL MANUDEEH,128,75,60,90,2022-23,128,2024-25,60,129.69,Recovering
FAIZABAD,AMANIGANJ,9470103603,GOVT GIRLS HIGHER SECONDARY SCHOOL,26,38,43,43,2024-25,43,2022-23,26,100.0,Recently Peaked
FAIZABAD,AYODHYA TOWN AREA,9471502405,"GGIC, FAIZABAD",1084,1072,1036,894,2022-23,1084,2025-26,894,117.53,Post Peak Severe
FAIZABAD,AYODHYA TOWN AREA,9471501703,"RAJKIYA INTER COLLEGE, FAIZABAD",759,744,588,556,2022-23,759,2025-26,556,126.75,Post Peak Severe
FAIZABAD,AYODHYA TOWN AREA,9471300102,TULSI G.G.I.C. AYODHYA,479,456,411,372,2022-23,479,2025-26,372,122.34,Post Peak Severe
FAIZABAD,BIKAPUR,9470200402,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,67,70,84,84,2024-25,84,2022-23,67,100.0,Recently Peaked
FAIZABAD,BIKAPUR,9470205405,GOVT.GIRLS HIGHER SEC. SCHOOL,90,93,91,105,2025-26,105,2022-23,90,0.0,Peak Now
FAIZABAD,MASAUDHA,9470401503,GGIC GAUHANIYA,413,356,323,305,2022-23,413,2025-26,305,126.15,Post Peak Severe
FAIZABAD,MAWAI,9470609301,GOVERENMENT HIGHER SECONDARY SCHOOL,63,66,65,82,2025-26,82,2022-23,63,0.0,Peak Now
FAIZABAD,MAWAI,9470607608,GOVT INTER COLLEGE SUNBA MAWAI AYODHYA,51,50,192,272,2025-26,272,2023-24,50,0.0,Peak Now
FAIZABAD,MAYA,9470711203,GOVERNMENT HIGH SCHOOL SCHOOL,21,27,27,28,2025-26,28,2022-23,21,0.0,Peak Now
FAIZABAD,MAYA,9470706504,"GOVERNMENT HIGHER SECONDARY SCHOOL, BENWA",48,42,61,101,2025-26,101,2023-24,42,0.0,Peak Now
FAIZABAD,MAYA,9470713301,"GOVERNMENT HIGHER SECONDARY SCHOOL, HARDI",32,24,22,47,2025-26,47,2024-25,22,0.0,Peak Now
FAIZABAD,MAYA,9471400204,RAJKIYA BALIKA INTER COLLEGE,115,79,74,74,2022-23,115,2024-25,74,135.65,Post Peak Severe
FAIZABAD,MILKIPUR,9471201503,GOVERNMENT  SECONDARY SCHOOL KAHUA,69,60,51,76,2025-26,76,2024-25,51,0.0,Peak Now
FAIZABAD,MILKIPUR,9471207202,GOVERNMENT SECONDARY SCHOOL GARHA,55,65,101,132,2025-26,132,2022-23,55,0.0,Peak Now
FAIZABAD,MILKIPUR,9471205909,GOVT INTER COLLEGE TAKSARA MILKIPUR AYODHYA,200,347,503,645,2025-26,645,2022-23,200,0.0,Peak Now
FAIZABAD,PURA,9470810609,GOVERNMENT HIGH SCHOOL BHADAULI,30,29,54,40,2024-25,54,2023-24,29,125.93,Recently Peaked
FAIZABAD,RUDAULI,9472302403,GOVERNMENT GIRLS INTER COLLEGE,463,560,635,722,2025-26,722,2022-23,463,0.0,Peak Now
FAIZABAD,RUDAULI,9470910903,GOVERNMENT HIGH SCHOOL jamuniyamau,60,48,68,98,2025-26,98,2023-24,48,0.0,Peak Now
FAIZABAD,RUDAULI,9470907604,GOVERNMENT HIGHER SECONDARY,93,119,107,99,2023-24,119,2022-23,93,116.81,Post Peak Severe
FAIZABAD,RUDAULI,9470902310,GOVT HIGH SCHOOL SUJAGANJ RUDAULI FAIZABAD,125,130,138,187,2025-26,187,2022-23,125,0.0,Peak Now
FAIZABAD,SOHAWAL,9471004907,G.G.I.C. SALONIYA SOHAWAL,248,253,260,239,2024-25,260,2025-26,239,108.08,Recently Peaked
FAIZABAD,SOHAWAL,9471003511,GOVERNMENT HIGH SCHOOL SOURI,34,36,42,66,2025-26,66,2022-23,34,0.0,Peak Now
FAIZABAD,TARUN,9471101610,G . G . H . S . SCHOOL,62,38,37,23,2022-23,62,2025-26,23,162.9,Post Peak Severe
FARRUKHABAD,KAMALGANJ,9290401204,RAJKIY BALIKA UMV,70,65,71,80,2025-26,80,2023-24,65,0.0,Peak Now
FARRUKHABAD,MOHAMDABAD,9290807807,RAJKEY UCHHTTAR MADHYAMIK VID VIHAR,85,81,73,99,2025-26,99,2024-25,73,0.0,Peak Now
FARRUKHABAD,NAG. KSH.FAR.BAD,9290703803,RAJKEY BALIKA INTER COLLEGE FATEHGARH,1584,1561,1395,1262,2022-23,1584,2025-26,1262,120.33,Post Peak Severe
FARRUKHABAD,NAG. KSH.FAR.BAD,9290700202,RAJKEY INTER COLLEGE  FARRUKHABAD,401,368,383,390,2022-23,401,2023-24,368,102.74,Recovering
FARRUKHABAD,NAG. KSH.FAR.BAD,9290705325,RAJKEY INTER COLLEGE FATEHGARH,881,631,521,503,2022-23,881,2025-26,503,142.91,Post Peak Severe
FARRUKHABAD,NAWABGANJ,9290306206,RAM DARSHANI RAJKEEYA INTER COLLEGE,572,577,589,522,2024-25,589,2025-26,522,111.38,Recently Peaked
FARRUKHABAD,RAJE PUR,9290505705,"Pt Deendayal Upadhyay Govt Model Inter College, Kankapur",172,174,202,209,2025-26,209,2022-23,172,0.0,Peak Now
FARRUKHABAD,RAJE PUR,9290508608,RAJKIYA BALIKA INTER COLLEGE RAJEPUR,281,382,416,479,2025-26,479,2022-23,281,0.0,Peak Now
FARRUKHABAD,RAJE PUR,9290510305,RAJKIYA UCHHTAR MADHYAMIK VIDYALYA KUMHRAUR RAJEPUR FARRUKHABAD,86,91,85,96,2025-26,96,2024-25,85,0.0,Peak Now
FARRUKHABAD,SHAMSABAD,9290209907,Pt Deendayal Upadhyay Govt Model Inter College Roshanabad,603,511,552,491,2022-23,603,2025-26,491,118.57,Post Peak Severe
FATEHPUR,AIRAYAN,9421000105,PT D D U GOVT MODEL INTER COLLEGE AILAI,462,493,517,490,2024-25,517,2022-23,462,105.22,Recently Peaked
FATEHPUR,AIRAYAN,9421003603,RAJKIYE U.M.V. IJURA KHURD,75,54,34,40,2022-23,75,2024-25,34,146.67,Recovering
FATEHPUR,AMAULI,9420201204,RAJKIY UMV BABAI,32,28,37,56,2025-26,56,2023-24,28,0.0,Peak Now
FATEHPUR,AMAULI,9420201905,RAJKIYE H.S.BAMTHARA,24,7,30,50,2025-26,50,2023-24,7,0.0,Peak Now
FATEHPUR,AMAULI,9420208603,RAJKIYE U.M.V.RITHWA,36,23,31,31,2022-23,36,2023-24,23,113.89,Post Peak Severe
FATEHPUR,ASHOTHAR,9420900402,RAJKIYA U.M.V.ADAMPUR SAIBSI,17,29,25,20,2023-24,29,2022-23,17,131.03,Post Peak Severe
FATEHPUR,ASHOTHAR,9420901704,RAJKIYE H.S.DEVLAN,73,67,73,73,2022-23,73,2023-24,67,100.0,V Shape
FATEHPUR,ASHOTHAR,9420903008,RAJKIYE U M V KORRA KANAK,80,50,66,103,2025-26,103,2023-24,50,0.0,Peak Now
FATEHPUR,ASHOTHAR,9420905205,RAJKIYE UCHHTAR MADHYAMIK VIDALAY SARKANDI ASOTHER,48,37,32,43,2022-23,48,2024-25,32,110.42,Recovering
FATEHPUR,BAHUA,9420700923,Pt Deendayal Upadhyay Govt Model Inter College Bahua,577,522,470,507,2022-23,577,2024-25,470,112.13,Recovering
FATEHPUR,BAHUA,9420705004,RAJKIYE H.S.MAHNA,35,19,30,23,2022-23,35,2023-24,19,134.29,Post Peak Severe
FATEHPUR,BAHUA,9420701603,RAJKIYE U M V BIJHAULI,78,61,77,85,2025-26,85,2023-24,61,0.0,Peak Now
FATEHPUR,BAHUA,9420706802,RAJKIYE U M V CHAK QUAZIPUR,61,73,109,129,2025-26,129,2022-23,61,0.0,Peak Now
FATEHPUR,BHITAURA,9420605504,Pt Deendayal Upadhyay Govt Model Inter College Latifpur,232,230,316,308,2024-25,316,2023-24,230,102.53,Recently Peaked
FATEHPUR,BHITAURA,9420603924,RAJKIYE BALIKA I.C.HUSAINGANJ,191,245,246,267,2025-26,267,2022-23,191,0.0,Peak Now
FATEHPUR,BHITAURA,9420610905,RAJKIYE U.M.V.UDAI SARAI,173,184,185,201,2025-26,201,2022-23,173,0.0,Peak Now
FATEHPUR,DEOMAI,9420106903,RAJKIYE U M V PAHARIPUR,57,52,49,73,2025-26,73,2024-25,49,0.0,Peak Now
