District,Block,School_ID,School_Name,Enroll_2223,Enroll_2324,Enroll_2425,Enroll_2526,Peak_Year,Peak_Value,Trough_Year,Trough_Value,Post_Peak_Loss_pct,Peak_Tag
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,9062407908,RAJKIYA H.S. ALLIPUR KHADAR,93,90,109,126,2025-26,126,2023-24,90,0.0,Peak Now
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR,9062401503,RAJKIYA H.S. JHUNDI MAFI,52,48,41,55,2025-26,55,2024-25,41,0.0,Peak Now
JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,9062500230,RAJKIYA GIRLS INTER COLLEGE,972,896,863,794,2022-23,972,2025-26,794,118.31,Post Peak Severe
JYOTIBA PHULE NAGAR (AMROHA),JOYA,9062123704,Govt Inter College Dhanora urf Murad Nagar,119,150,183,214,2025-26,214,2022-23,119,0.0,Peak Now
JYOTIBA PHULE NAGAR (AMROHA),JOYA,9062108312,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE BUDHANPUR,314,284,317,332,2025-26,332,2023-24,284,0.0,Peak Now
KANNAUJ,CHHIBRAMAU,9300401103,RAJKIYA H.S.S BHOJPUR NIGHOH CHHIBRAMAU,45,48,45,68,2025-26,68,2022-23,45,0.0,Peak Now
KANNAUJ,CHHIBRAMAU,9300401603,RAJKIYA H.S.S. RAMKHDA CHHIBRAMAU,9,13,18,27,2025-26,27,2022-23,9,0.0,Peak Now
KANNAUJ,CHHIBRAMAU,9300411109,SMT. RAMABAI GOVT. GIRLS INTER COLLEGE,123,175,157,153,2023-24,175,2022-23,123,112.57,Post Peak Severe
KANNAUJ,GUGRAPUR,9300900103,RAJKIYA H.S.S GUGRAPUR,122,119,129,136,2025-26,136,2023-24,119,0.0,Peak Now
KANNAUJ,GUGRAPUR,9300900104,RAJKIYA H.S.S.BHANWARGARHA,22,27,34,43,2025-26,43,2022-23,22,0.0,Peak Now
KANNAUJ,HASERAN,9300600110,RAJKIYA H.S.S. JOGNIPUR HASERAN,21,15,16,24,2025-26,24,2023-24,15,0.0,Peak Now
KANNAUJ,JALALABAD,9300701016,PT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE FATEHPUR JASODA KANNAUJ,638,533,660,570,2024-25,660,2023-24,533,113.64,Recently Peaked
KANNAUJ,JALALABAD,9300704302,RAJKIYA H.S.S.BAISAWARI JALALABAD,32,30,50,91,2025-26,91,2023-24,30,0.0,Peak Now
KANNAUJ,KANNAUJ,9300101406, ABHINAV VIDYALAYA,114,110,121,129,2025-26,129,2023-24,110,0.0,Peak Now
KANNAUJ,KANNAUJ,9300102803,RAJKIYA H.S.S. MITRASENPUR KANNAUJ,64,69,105,155,2025-26,155,2022-23,64,0.0,Peak Now
KANNAUJ,KANNAUJ,9300100204,RAJKIYA H.S.S. MURAIYA BUJURG KANNAUJ,42,24,31,42,2022-23,42,2023-24,24,100.0,V Shape
KANNAUJ,SAURIKH,9300500109,RAJKIYA H.S.S HUSEPUR KARAN,28,30,38,39,2025-26,39,2022-23,28,0.0,Peak Now
KANNAUJ,SAURIKH,9300500117,RAJKIYA H.S.S KISAI JAGDISPUR,88,69,67,83,2022-23,88,2024-25,67,105.68,Recovering
KANNAUJ,TAL GRAM,9300301304,PT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE VIRAULI TALGRAM KANNAUJ,234,261,339,363,2025-26,363,2022-23,234,0.0,Peak Now
KANNAUJ,TAL GRAM,9300304208,RAJKIYA H.S.S UMAEPUR TALGRAM,39,28,28,32,2022-23,39,2023-24,28,117.95,Recovering
KANNAUJ,TAL GRAM,9300308554,RAJKIYA INTER COLLEGE SAMDHAN,131,119,286,328,2025-26,328,2023-24,119,0.0,Peak Now
KANNAUJ,UMARDA,9300202008,GOVT. INTER COLLEGE,514,440,463,398,2022-23,514,2025-26,398,122.57,Post Peak Severe
KANNAUJ,UMARDA,9300200106,RAJKIYA H.S.S DYODA UMARDA,19,20,20,17,2023-24,20,2025-26,17,115.0,Post Peak Severe
KANNAUJ,UMARDA,9300200105,RAJKIYA H.S.S FULWARI UMARDA,23,35,29,23,2023-24,35,2022-23,23,134.29,Post Peak Severe
KANPUR DEHAT,AKBARPUR,9330100126,GOVT.H.S.SCHOOL BARA,169,148,121,122,2022-23,169,2024-25,121,127.81,Recovering
KANPUR DEHAT,AMARAUDHA,9330210405,GOVT.GIRLS INTER COLLEGE PUKHRAYAN,596,672,648,661,2023-24,672,2022-23,596,101.64,Recovering
KANPUR DEHAT,AMARAUDHA,9330203303,GOVT.H.S.BARAULI,28,36,27,39,2025-26,39,2024-25,27,0.0,Peak Now
KANPUR DEHAT,AMARAUDHA,9330216106,GOVT.H.S.SCHOOL DEVRAHAT,40,44,56,67,2025-26,67,2022-23,40,0.0,Peak Now
KANPUR DEHAT,DERAPUR,9330301703,GOVT. H.S. SCHOOL DILAULIY KD.,48,55,62,69,2025-26,69,2022-23,48,0.0,Peak Now
KANPUR DEHAT,JHINJHAK,9330401204,GOVT.H.S.SCHOOL BACHITPURVA K.D.,33,56,96,97,2025-26,97,2022-23,33,0.0,Peak Now
KANPUR DEHAT,JHINJHAK,9330405910,GOVT.H.S.SCHOOL MANGALPUR K.D.,109,103,104,132,2025-26,132,2023-24,103,0.0,Peak Now
KANPUR DEHAT,MAITHA,9330708404,GOVT.H.S.SCHOOL RAWATPUR CHAMPATPUR K.D.,22,29,42,56,2025-26,56,2022-23,22,0.0,Peak Now
KANPUR DEHAT,MALASA,9330608004,GOVT.H.S.S. PULANDER,29,28,28,34,2025-26,34,2023-24,28,0.0,Peak Now
KANPUR DEHAT,MALASA,9330607106,GOVT.H.S.SCHOOL MALASA,43,42,67,59,2024-25,67,2023-24,42,111.94,Recently Peaked
KANPUR DEHAT,RAJPUR,9330809203,GOVT.H.S.JAISALPUR,34,37,36,53,2025-26,53,2022-23,34,0.0,Peak Now
KANPUR DEHAT,RAJPUR,9330808704,GOVT.HIGH SCHOOL BEHMAI,16,36,32,33,2023-24,36,2022-23,16,108.33,Recovering
KANPUR DEHAT,RASULABAD,9330914307,GOVT.  HIGHER SECONDARY SCHOOLJOT,35,53,80,79,2024-25,80,2022-23,35,101.25,Recently Peaked
KANPUR DEHAT,RASULABAD,9330907717,GOVT.G.I.C.RASULABAD,111,123,118,70,2023-24,123,2025-26,70,143.09,Post Peak Severe
KANPUR DEHAT,RASULABAD,9330908805,GOVT.GIRLS I.C.SIMRAMAU,63,90,107,129,2025-26,129,2022-23,63,0.0,Peak Now
KANPUR DEHAT,SANDALPUR,9331104705,GOVT.H.S.SCHOOL PINDATHU K.D.,31,31,30,37,2025-26,37,2024-25,30,0.0,Peak Now
KANPUR DEHAT,SARVANKHERA,9331009804,GOVT.H.S.SCHOOL KERSA,110,80,99,90,2022-23,110,2023-24,80,118.18,Post Peak Severe
KANPUR NAGAR,BHITERGAON,9340800704,GOVT HIGH SCHOOL KORTHA,93,70,79,84,2022-23,93,2023-24,70,109.68,Recovering
KANPUR NAGAR,BIDHNU,9340200109,GIC H S SCHOOL KHERSA,508,453,437,425,2022-23,508,2025-26,425,116.34,Post Peak Severe
KANPUR NAGAR,BILHAUR,9340611801,RAJKIYA HIGH SCHOOL BIBPUR BILHAUR,143,104,125,162,2025-26,162,2023-24,104,0.0,Peak Now
KANPUR NAGAR,BILHAUR,9340602306,"RAJKIYA HIGH SCHOOL, RADHAN BILHAUR",48,46,35,53,2025-26,53,2024-25,35,0.0,Peak Now
KANPUR NAGAR,CHAUBEPUR,9340404805,GOVT HIGH SCHOOL RAI GOPALPUR,187,178,124,111,2022-23,187,2025-26,111,140.64,Post Peak Severe
KANPUR NAGAR,GHATAMPUR,9340907956,GOVERNMENT GIRLS HIGHER SECONDARY SCHOOL,509,499,467,482,2022-23,509,2024-25,467,105.3,Recovering
KANPUR NAGAR,GHATAMPUR,9340901903,GOVT HIGH SCHOOL,93,97,77,63,2023-24,97,2025-26,63,135.05,Post Peak Severe
KANPUR NAGAR,GHATAMPUR,9340912902,GOVT HIGH SCHOOL KASIMPUR,82,72,76,62,2022-23,82,2025-26,62,124.39,Post Peak Severe
KANPUR NAGAR,KAKWAN,9340701803,GOVT HIGH SCHOOL UTTANPUR,81,79,75,77,2022-23,81,2024-25,75,104.94,Recovering
KANPUR NAGAR,KALYANPUR,9340303711,GOVT HIGH SCHOOL,175,147,100,109,2022-23,175,2024-25,100,137.71,Recovering
KANPUR NAGAR,KALYANPUR,9340301105,GOVT HIGH SCHOOL BAIKUNTHPUR,151,143,133,184,2025-26,184,2024-25,133,0.0,Peak Now
KANPUR NAGAR,KALYANPUR,9340302810,GOVT. HIGH SCHOOL BHAUTI,792,821,855,904,2025-26,904,2022-23,792,0.0,Peak Now
KANPUR NAGAR,KALYANPUR,9340300618,IC GGIC SINGHPUR,458,409,407,369,2022-23,458,2025-26,369,119.43,Post Peak Severe
KANPUR NAGAR,PATARA,9341009102,GOVT HIGH SCHOOL KAKRAHIYA,100,94,100,101,2025-26,101,2023-24,94,0.0,Peak Now
KANPUR NAGAR,PATARA,9341005107,GOVT. HIGH SCHOOL JAHANGIRABAD,121,83,75,97,2022-23,121,2024-25,75,119.83,Recovering
KANPUR NAGAR,PREMNAGAR,9341112602,GOVT. BALIKA I.C. CHUNNIGANJ,371,376,469,552,2025-26,552,2022-23,371,0.0,Peak Now
KANPUR NAGAR,PREMNAGAR,9341400144,GOVT. INTER COLLEGE,205,302,315,310,2024-25,315,2022-23,205,101.59,Recently Peaked
KANPUR NAGAR,SARSAUL,9340102922,G.G.I.C.,297,229,192,189,2022-23,297,2025-26,189,136.36,Post Peak Severe
KANPUR NAGAR,SARSAUL,9340101506,GOVT HIGH SCHOOL TILSAHRI BUJURG,97,54,62,60,2022-23,97,2023-24,54,138.14,Post Peak Severe
KANPUR NAGAR,SHASTRI NAGAR,9341500180,GOVT. GIRLS INTER COLLEGE VIJAY NAGAR,325,306,273,245,2022-23,325,2025-26,245,124.62,Post Peak Severe
KANPUR NAGAR,SHIVRAJPUR,9340500805,GOVT HIGH SCHOOL BEERA MAU,96,80,76,105,2025-26,105,2024-25,76,0.0,Peak Now
KANSHIRAM NAGAR,AMAPUR,9720208703,GOVERNMENT HIGHSCHOOL NAGLA YADKARAN ANMAPUR KASGANJ,93,118,136,139,2025-26,139,2022-23,93,0.0,Peak Now
KANSHIRAM NAGAR,AMAPUR,9720210607,Pt Deendayal Upadhyay Govt Model Inter College Tharachitra,367,437,470,542,2025-26,542,2022-23,367,0.0,Peak Now
KANSHIRAM NAGAR,GANJ DUNDWARA,9720406208,GOVERNMENT HIGHSCHOOL KADARGANJ KHAM,5,19,41,64,2025-26,64,2022-23,5,0.0,Peak Now
KANSHIRAM NAGAR,GANJ DUNDWARA,9720406703,GOVERNMENT HIGHSCHOOL RASOOLPUR ARAURA,18,35,49,59,2025-26,59,2022-23,18,0.0,Peak Now
KANSHIRAM NAGAR,GANJ DUNDWARA,9720407303,Pt Deendayal Upadhyay Govt Model Inter College Labhed,239,259,298,307,2025-26,307,2022-23,239,0.0,Peak Now
KANSHIRAM NAGAR,KASGANJ,9720700103,Govt. High School Bhitona,134,129,124,129,2022-23,134,2024-25,124,103.73,Recovering
KANSHIRAM NAGAR,KASGANJ (URBAN),9721901301,GOV.GIRL INTER COLLEGE,1708,1591,1563,1636,2022-23,1708,2024-25,1563,104.22,Recovering
KANSHIRAM NAGAR,PATIYALI,9721002619,GOVERNMENT GIRLS INTER COL.,517,527,423,341,2023-24,527,2025-26,341,135.29,Post Peak Severe
KANSHIRAM NAGAR,PATIYALI,9721009103,Govt. High School Bahora,82,80,98,110,2025-26,110,2023-24,80,0.0,Peak Now
KANSHIRAM NAGAR,PATIYALI,9721009433,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE BHARGAIN ,109,156,227,246,2025-26,246,2022-23,109,0.0,Peak Now
KANSHIRAM NAGAR,SAHAVAR,9721105502,Pt Deendayal Upadhyay Govt Model Inter College Alauddinpur,273,383,553,758,2025-26,758,2022-23,273,0.0,Peak Now
KANSHIRAM NAGAR,SORON,9721501608,GOVERNMENT HIGHSCHOOL NAMAINI KASGANJ,90,103,122,125,2025-26,125,2022-23,90,0.0,Peak Now
KANSHIRAM NAGAR,SORON,9721509904,GOVERNMENT INTER COLLEGE KASGANJ,164,250,276,308,2025-26,308,2022-23,164,0.0,Peak Now
KANSHIRAM NAGAR,SORON,9721508305,PT DEENDAYAL UPADHYAY GOVT MODEL INTER COLLEGE TIMBARPUR,232,261,281,237,2024-25,281,2022-23,232,115.66,Recently Peaked
KAUSHAMBI,CHAYAL,9440702303,RAJKIYA HIGH SCHOOL MAHARAJ KA PURA CHAYAL KAUSHAMBI,26,29,32,40,2025-26,40,2022-23,26,0.0,Peak Now
KAUSHAMBI,KADA,9440802705,GOVT. GIRLS HIGH SCHOOL,117,131,145,170,2025-26,170,2022-23,117,0.0,Peak Now
KAUSHAMBI,KADA,9440801803,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE KESARI,40,82,111,143,2025-26,143,2022-23,40,0.0,Peak Now
KAUSHAMBI,KADA,9440802713,RAJKIYA HIGH SCHOOL AMIRTAPUR KAUSHAMBI,29,29,41,59,2025-26,59,2022-23,29,0.0,Peak Now
KAUSHAMBI,KAUSHAMBI,9440200104,RAJKIY HS ARKAMAHAVEERPUR,110,136,116,140,2025-26,140,2022-23,110,0.0,Peak Now
KAUSHAMBI,KAUSHAMBI,9440205204,RAJKIYA  HIGH SCHOOL DHOKSAHA KAUSHAMBI,40,44,54,89,2025-26,89,2022-23,40,0.0,Peak Now
KAUSHAMBI,MANJHANPUR,9440112201,RAJKIYA H.S.S PINDARA SAHAWANPUR,56,35,14,14,2022-23,56,2024-25,14,175.0,Post Peak Severe
KAUSHAMBI,MANJHANPUR,9440109208,RAJKIYA HIGH SCHOOL TEWAN MANJHANPUR KAUSHAMBI,28,39,61,73,2025-26,73,2022-23,28,0.0,Peak Now
KAUSHAMBI,MANJHANPUR,9440100219,RAJKIYA INTER COLLEGE  OSA MANJHANPUR KAUSHAMBI,109,169,238,268,2025-26,268,2022-23,109,0.0,Peak Now
KAUSHAMBI,MURATGANJ,9440605503,RAJKIY HIGH SCHOOL PALHANA KACHAR MURATGANJ,149,168,196,235,2025-26,235,2022-23,149,0.0,Peak Now
KAUSHAMBI,MURATGANJ,9440602403,RAJKIYA HIGH SCHOOL PANSAUR MURATGANJ KAUSHAMBI,47,56,52,67,2025-26,67,2022-23,47,0.0,Peak Now
KAUSHAMBI,MURATGANJ,9440602503,RAJKIYA HIGH SCHOOL RASOOLPUR BADLEY,101,93,133,125,2024-25,133,2023-24,93,106.02,Recently Peaked
KAUSHAMBI,NEWADA,9440405504,RAJKIY HS MISHRAPU DAHIYA,122,133,177,198,2025-26,198,2022-23,122,0.0,Peak Now
KAUSHAMBI,NEWADA,9440407004,RAJKIYA HIGH SCHOOL SHERGARH NEWADA KAUSHAMBI,34,30,35,43,2025-26,43,2023-24,30,0.0,Peak Now
KAUSHAMBI,SARSAWAN,9440504913,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE PURAB SHARIRA,169,230,296,281,2024-25,296,2022-23,169,105.07,Recently Peaked
KAUSHAMBI,SARSAWAN,9440500105,R.HIGH SCHOOL LOUDHNA SARSWANA KAUSHAMBI,50,25,24,52,2025-26,52,2024-25,24,0.0,Peak Now
KAUSHAMBI,SARSAWAN,9440508204,RAJKIY HS MAHEWAGHAT,57,24,34,64,2025-26,64,2023-24,24,0.0,Peak Now
KAUSHAMBI,SARSAWAN,9440512601,RAJKIYA H.S. LODHAN KA PURA,33,58,61,65,2025-26,65,2022-23,33,0.0,Peak Now
KAUSHAMBI,SIRATHU,9440309823,GOVT. GIRLS HIGH SCHOOL,134,154,161,187,2025-26,187,2022-23,134,0.0,Peak Now
KAUSHAMBI,SIRATHU,9440305205,PANDIT DEEN DAYAL UPADHAYAY RAJKIY MADAL INTER COLLEGE DEVKHARPUR,85,298,463,579,2025-26,579,2022-23,85,0.0,Peak Now
KAUSHAMBI,SIRATHU,9440302204,R.HIGH SCHOOL AFJALPURWARI,19,18,27,29,2025-26,29,2023-24,18,0.0,Peak Now
KAUSHAMBI,SIRATHU,9440309304,RAJKIY HIGH SCHOOL BAMAHROULI,62,83,78,101,2025-26,101,2022-23,62,0.0,Peak Now
KAUSHAMBI,SIRATHU,9440307709,RAJKIYA BALIKA HIGH SCHOOL KASIYA,142,160,196,198,2025-26,198,2022-23,142,0.0,Peak Now
KAUSHAMBI,SIRATHU,9440303407,RAJKIYA GIGH SCHOOL RAMPUR DHAMANWA SIRATHU,37,25,23,45,2025-26,45,2024-25,23,0.0,Peak Now
KAUSHAMBI,SIRATHU,9440307903,RAJKIYA HIGH SCHOOL RALA SIRATHU KAUSHAMBI,71,47,33,43,2022-23,71,2024-25,33,139.44,Recovering
KHERI,BANKEGANJ,9231508806,GOV GIRLS INTER COLLEGE KUKRA,42,81,139,193,2025-26,193,2022-23,42,0.0,Peak Now
KHERI,BANKEGANJ,9231508803,GOVT. H S KUKARA,105,71,65,66,2022-23,105,2024-25,65,137.14,Recovering
KHERI,BANKEGANJ,9231502613,KGBV SEC.,59,63,80,101,2025-26,101,2022-23,59,0.0,Peak Now
KHERI,BEHJAM,9230211803,GOVT.H.S. GYAN SINGH PURWA,80,72,58,81,2025-26,81,2024-25,58,0.0,Peak Now
KHERI,BIJUA,9230111602,GOVT. H S MAJHAURA,73,61,75,84,2025-26,84,2023-24,61,0.0,Peak Now
KHERI,BIJUA,9230113301,GOVT. H.S. FAIAJAL NAGAR GARNT,73,80,109,151,2025-26,151,2022-23,73,0.0,Peak Now
KHERI,DHAURAHARA,9230300309,GOVT HS WALI,163,177,204,254,2025-26,254,2022-23,163,0.0,Peak Now
KHERI,DHAURAHARA,9230300102,GOVT. INTER COLEGE.DHAURAHARA,884,858,843,816,2022-23,884,2025-26,816,107.69,Post Peak Severe
KHERI,DHAURAHARA,9230300103,GOVT.GIRLS INTER COLLEGE DHAURAHARA,680,611,737,710,2024-25,737,2023-24,611,103.66,Recently Peaked
KHERI,DHAURAHARA,9230305601,Govt. Girls.H.S.ADLISHPUR,160,127,158,219,2025-26,219,2023-24,127,0.0,Peak Now
KHERI,ISANAGAR,9230402403,GOVT.H.S. JETHARA,106,122,114,129,2025-26,129,2022-23,106,0.0,Peak Now
KHERI,ISANAGAR,9230409501,Govt. High School sarpatha,169,154,192,191,2024-25,192,2023-24,154,100.52,Recently Peaked
KHERI,ISANAGAR,9230402906,Govt.H.S lakhun,154,119,105,215,2025-26,215,2024-25,105,0.0,Peak Now
KHERI,ISANAGAR,9230402905,govt.H.S iswara,87,67,74,74,2022-23,87,2023-24,67,114.94,Post Peak Severe
KHERI,ISANAGAR,9230402904,govt.h.s hasan pur katauli,169,177,188,248,2025-26,248,2022-23,169,0.0,Peak Now
KHERI,KUMBHI-GOLA,9230509103,GOVT HS AHMAD NAGAR,228,112,173,197,2022-23,228,2023-24,112,113.6,Recovering
KHERI,KUMBHI-GOLA,9230510410,GOVT HS AJAN,168,122,164,197,2025-26,197,2023-24,122,0.0,Peak Now
KHERI,KUMBHI-GOLA,9230513702,GOVT HS GANESH PUR,104,107,132,140,2025-26,140,2022-23,104,0.0,Peak Now
KHERI,KUMBHI-GOLA,9230500204,GOVT HS MAGDAPUR,205,161,142,153,2022-23,205,2024-25,142,125.37,Recovering
KHERI,KUMBHI-GOLA,9230503403,GOVT HS MOHAMMADBAD,110,108,88,93,2022-23,110,2024-25,88,115.45,Recovering
KHERI,LAKHIMPUR,9230600213,GOVT.GIRLS I.C.KHIRI TOWN,611,528,462,444,2022-23,611,2025-26,444,127.33,Post Peak Severe
KHERI,LMP,9231600237,GOVT.GIRLS I.C.LAKHIMPR KHIRI,995,1058,1022,925,2023-24,1058,2025-26,925,112.57,Post Peak Severe
KHERI,LMP,9231600236,GOVT.I.C.LAKHIMPR KHIRI,722,725,771,788,2025-26,788,2022-23,722,0.0,Peak Now
KHERI,MITAULI,9230814203,GOVT. H.S CHURAIPURWA,119,91,52,74,2022-23,119,2024-25,52,137.82,Recovering
KHERI,MITAULI,9230810404,GOVT. H.S. NAKARA,86,84,81,81,2022-23,86,2024-25,81,105.81,Post Peak Severe
KHERI,MITAULI,9230816704,GOVT.H.S. BHEEKHAM PUR,174,142,126,144,2022-23,174,2024-25,126,117.24,Recovering
KHERI,MITAULI,9230811906,GOVT.H.S. KAKARHA,96,101,70,81,2023-24,101,2024-25,70,119.8,Recovering
KHERI,MOHAMMADI,9230700403,GOVT.H.S. VAIADA,93,77,74,91,2022-23,93,2024-25,74,102.15,Recovering
KHERI,MOHAMMADI,9230701503,GOVT.H.S.JAITI,120,96,102,104,2022-23,120,2023-24,96,113.33,Recovering
KHERI,MOM,9231801503,GOVT GIRLS INTER COLLEGE MOHAMMADI KHERI,282,220,265,351,2025-26,351,2023-24,220,0.0,Peak Now
KHERI,NAKAHA,9231006203,GOVT HS KATKUSUMA,149,141,133,126,2022-23,149,2025-26,126,115.44,Post Peak Severe
KHERI,NAKAHA,9231008402,GOVT.I.C. SHARDA NAGAR,804,709,638,701,2022-23,804,2024-25,638,112.81,Recovering
KHERI,NIGHASAN,9230905404,GOVT. GIRLS H.S NAUBANA,132,124,92,96,2022-23,132,2024-25,92,127.27,Recovering
KHERI,NIGHASAN,9230904603,GOVT. H. S. KHAIRI GARH,183,197,188,163,2023-24,197,2025-26,163,117.26,Post Peak Severe
KHERI,NIGHASAN,9230900505,GOVT. H.S. NAURANGABAD FARM,37,38,41,56,2025-26,56,2022-23,37,0.0,Peak Now
KHERI,NIGHASAN,9230906809,GOVT.GIRL INTER COLLAGE NIGHASAN,453,468,493,489,2024-25,493,2022-23,453,100.81,Recently Peaked
KHERI,NIGHASAN,9230908505,GOVT.H.S.CHEDIYAPATIYA,209,178,150,169,2022-23,209,2024-25,150,119.14,Recovering
KHERI,NIGHASAN,9230904815,Pt Deen Dayal upadhyayGovt model Inter college Ludhauri Nighsan,324,295,311,317,2022-23,324,2023-24,295,102.16,Recovering
KHERI,PALIYA,9231101902,G.H.S. BHUDA PALIYA KHERI,165,140,100,101,2022-23,165,2024-25,100,138.79,Recovering
KHERI,PALIYA,9231104203,G.V.H.S.S. RANINAGAR PALIYA KHERI,97,95,83,60,2022-23,97,2025-26,60,138.14,Post Peak Severe
KHERI,PALIYA,9231106503,GOV.H.S.S TIKONA FORM,76,92,103,105,2025-26,105,2022-23,76,0.0,Peak Now
KHERI,PALIYA,9231101303,GOVT. H.S. VISHEN PURI,134,118,127,186,2025-26,186,2023-24,118,0.0,Peak Now
KHERI,PASGAWAN,9231408205,GOVT.H.S.UCHAULIYA,88,93,85,91,2023-24,93,2024-25,85,102.15,Recovering
KHERI,PHOOL BEHAR,9231203816,GOV GIRLS INTER COLLEGE PHOOLBEHAR,50,153,211,266,2025-26,266,2022-23,50,0.0,Peak Now
KHERI,PHOOL BEHAR,9231203003,GOVT HS GOOM,168,160,181,110,2024-25,181,2025-26,110,139.23,Recently Peaked
KHERI,PHOOL BEHAR,9231211202,GOVT HS HINDOLNA,167,167,188,179,2024-25,188,2022-23,167,104.79,Recently Peaked
KHERI,PHOOL BEHAR,9231204504,GOVT HS MUKUNDA,101,60,60,66,2022-23,101,2023-24,60,134.65,Recovering
KHERI,PHOOL BEHAR,9231202503,"GOVT. H.S., PIPRI CHOURAHA",340,324,318,372,2025-26,372,2024-25,318,0.0,Peak Now
KHERI,RAMIYA BEHAR,9231305304,GOVT HS KRISHNA NAGAR COLONY,226,216,201,240,2025-26,240,2024-25,201,0.0,Peak Now
KHERI,RAMIYA BEHAR,9231307002,GOVT HS PRATAP PUR,142,151,100,179,2025-26,179,2024-25,100,0.0,Peak Now
KHERI,RAMIYA BEHAR,9231305506,GOVT HS TELIYAR,86,63,73,94,2025-26,94,2023-24,63,0.0,Peak Now
KUSHINAGAR,DUDAHI,9591205405,RAJKIYA U.M.V. NARAHWADIH,25,22,27,22,2024-25,27,2023-24,22,118.52,Recently Peaked
KUSHINAGAR,HATA,9590607408,GOV. GIRLS I.C. HATA,736,810,812,616,2024-25,812,2025-26,616,124.14,Recently Peaked
KUSHINAGAR,HATA,9590601503,RAJKIYA U.M.V. PARSAHWA,29,24,14,21,2022-23,29,2024-25,14,127.59,Recovering
KUSHINAGAR,KHADDA,9590305003,PT DEENDAYAL UPADHYAY GOVT MODEL IC MISRAULI,119,152,141,222,2025-26,222,2022-23,119,0.0,Peak Now
KUSHINAGAR,KHADDA,9590308303,RAJKIYA U.M.V. BUDHWA JUNGLE,73,62,50,62,2022-23,73,2024-25,50,115.07,Recovering
KUSHINAGAR,KHADDA,9590302306,RAJKIYA U.M.V. KATAIE BHARPURWA,52,41,64,87,2025-26,87,2023-24,41,0.0,Peak Now
KUSHINAGAR,KHADDA,9590306304,RAJKIYA U.M.V. SARANG CHHAPARA,52,44,60,78,2025-26,78,2023-24,44,0.0,Peak Now
KUSHINAGAR,KHADDA,9590306605,RAJKIYA U.M.V. SISWA GOPAL,45,50,59,33,2024-25,59,2025-26,33,144.07,Recently Peaked
KUSHINAGAR,MOTICHAK,9590702809,GOVT. H.S.S. NARAYANPUR,46,52,67,72,2025-26,72,2022-23,46,0.0,Peak Now
KUSHINAGAR,NAURANGIYA,9591403311,PT DEENDAYAL UPADHYAY GOVT MODEL IC MANDAR VINDWALIYA,106,93,97,122,2025-26,122,2023-24,93,0.0,Peak Now
KUSHINAGAR,PADARAUNA,9590104703,RAJKIYA U.M.V. MOTILALHA,62,41,90,112,2025-26,112,2023-24,41,0.0,Peak Now
KUSHINAGAR,PADRAUNA (URBAN),9591501031,RAJKIYA BALIKA INTERMEDIATE COLLEGE PADRAUNA,227,213,230,258,2025-26,258,2023-24,213,0.0,Peak Now
KUSHINAGAR,RAMKOLA,9590503505,RAJKIYA U.M.V. BARWA MAHADEVA,63,85,80,66,2023-24,85,2022-23,63,122.35,Post Peak Severe
KUSHINAGAR,SEORAHI,9591102105,PT DEENDAYAL UPADHYAY GOVT MODEL IC MATHIYA SHRIRAM,146,210,231,307,2025-26,307,2022-23,146,0.0,Peak Now
KUSHINAGAR,SEORAHI,9591104302,RAJKIYA K.U.M.V. SEORAHI,45,73,80,78,2024-25,80,2022-23,45,102.5,Recently Peaked
KUSHINAGAR,SEORAHI,9591108603,RAJKIYA U.M.V. JUNGALI PATTI,45,50,53,49,2024-25,53,2022-23,45,107.55,Recently Peaked
KUSHINAGAR,SEORAHI,9591103304,RAJKIYA U.M.V. SARYA KHURD,108,109,115,113,2024-25,115,2022-23,108,101.74,Recently Peaked
KUSHINAGAR,TAMKUHI,9591002104,RAJKIYA U.M.V. BASDILA PANDEY,161,157,214,248,2025-26,248,2023-24,157,0.0,Peak Now
KUSHINAGAR,VISHUNPURA,9591307307,RAJKIYA INTERMEDIATE COLLEGE MANIKAURA VISHUNPURA,43,67,89,93,2025-26,93,2022-23,43,0.0,Peak Now
KUSHINAGAR,VISHUNPURA,9591304205,RAJKIYA U.M.V. BABUIYA HARPUR,93,93,94,92,2024-25,94,2025-26,92,102.13,Recently Peaked
LALITPUR,BAR,9370105203,GHS BANAUNI,92,128,123,98,2023-24,128,2022-23,92,123.44,Post Peak Severe
LALITPUR,BAR,9370107003,GHS NAGARA,187,135,122,143,2022-23,187,2024-25,122,123.53,Recovering
LALITPUR,BAR,9370102604,GHS VASTRAWAN,108,116,97,103,2023-24,116,2024-25,97,111.21,Recovering
LALITPUR,BAR,9370103803,GOVT HIGH SCHOOL VEER,186,134,122,107,2022-23,186,2025-26,107,142.47,Post Peak Severe
