District,Block,School_ID,School_Name,Overall_Growth_pct,Girls_Growth_pct,Boys_Growth_pct,All_Reasons_Detected,Primary_Reason,Confidence_Level,Classes_Affected,Genders_Affected
LALITPUR,BAR,9370107806,GOVT INTER COLLEGE,-17.55,-15.9,-18.75,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C8, C9, C10, C11","Girls, Boys"
LALITPUR,BIRDHA,9370201605,GHS DONGRAKALAN,-34.62,-12.5,-49.09,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,BIRDHA,9370204003,GHS DUDHAI,-34.48,-31.25,-36.76,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,BIRDHA,9370208804,GHS JAMUNDHANAKALAN,-37.7,-37.5,-37.93,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,BIRDHA,9370208003,GHS KAKORIYA,-26.21,-29.63,-22.45,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,BIRDHA,9370200708,GHS SATARVAS,-29.41,-66.67,43.48,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10",Girls
LALITPUR,JAKHORA,9370303610,GHS DAILWARA,-41.1,-40.64,-41.54,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,JAKHORA,9370302604,GHS KARMUHARA,-11.57,11.32,-29.41,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
LALITPUR,JAKHORA,9370308803,GHS NIVAI,-6.18,1.37,-11.43,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
LALITPUR,LALITPUR,9370700109,GOVT GIRLS INTER COLLEGE LALITPUR,-25.04,-25.04,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
LALITPUR,LALITPUR,9370700110,GOVT INTER COLLEGE LALITPUR,-21.18,,-21.18,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Boys
LALITPUR,MADAWRA,9370607804,GHS DHAURISAGAR,-10.98,15.38,-23.21,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10",Boys
LALITPUR,MADAWRA,9370607503,GHS RAMGARHA,-10.61,-2.5,-16.1,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,MAHRONI,9370506606,GHS GAUNA (KUSMAD),-47.16,-50.72,-44.1,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,MAHRONI,9370501612,GHS KUMHAIDI,-12.57,-12.12,-12.9,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,MAHRONI,9370504108,GHS PATHA,-58.62,-68.18,-48.84,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
LALITPUR,MAHRONI,9370506011,GHS SADHUMAL,-14.77,-10.29,-18.52,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,MAHRONI,9370505703,GHS SIMIRIYA,-19.55,-30.67,-5.17,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
LALITPUR,MAHRONI,9370500119,GOVT GIRLS INTER COLLEGE,-13.51,-13.51,,Undetermined,Undetermined,LOW,"C9, C10, C12",Girls
LALITPUR,TALBEHAT,9370405605,GHS HANSARKALAN,-26.28,-10.61,-30.19,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LALITPUR,TALBEHAT,9370407207,GHS PURABIRDHA,-17.32,-24.71,-13.18,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,BAKSHI KA TALAB,9270815207,GOVT. HIGH SCHOOL RASOOLPUR SADAT,-26.63,-24.74,-29.17,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
LUCKNOW,BAKSHI KA TALAB,9270817803,RAJKIYA HIGH SCHOO TIKRI,-10.74,-1.45,-23.08,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,BAKSHI KA TALAB,9270809503,RAJKIYA HIGH SCHOOL KHANTARI,-26.74,-30.39,-22.35,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,BAKSHI KA TALAB,9270813007,RAJKIYA HIGH SCHOOL PAHARPUR B.K.T LUCKNOW,-11.43,-13.68,-8.75,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
LUCKNOW,BAKSHI KA TALAB,9270817204,RAJKIYA HIGH SCHOOL SONVA,-42.18,-30.3,-52.68,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,CHINHAT,9270101911,RAJKIYA  HIGH SCHOOL JUGGAUR,-18.47,-32.1,-3.95,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,GOSHAI GANJ,9270611604,GOVT. HIGH SCHOOL SURIAMAU GOSAIGANJ,-31.71,-24.56,-37.88,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,GOSHAI GANJ,9270600802,RAJKIYE HS BAGHAULI,-35.03,-22.08,-47.5,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,KAKORI,9270202505,GOVT. HIGH SCHOOL AMETHIYA SALEMPUR,-9.71,6.25,-29.11,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
LUCKNOW,KAKORI,9270200604,RAJKIYA U.M.V. SIRGAMAU,-28.19,-24.22,-33.33,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,MAAL,9270404301,RAJKI Y HIGH SCHOOL KHANDSARA,-25.44,-22.64,-27.87,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
LUCKNOW,MAAL,9270404806,VIRANGNA  UDA DEVI GIRLS INTER COLLEGE MALL,-26.54,-26.54,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
LUCKNOW,MALIHABAD,9270306503,GOVT. HIGH SCHOOL MALAHA MALIHABAD,-22.43,-24.59,-19.57,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,MOHAN LAL GANJ,9270503803,GOVT. HIGH SCHOOL DHANUWASAND,-31.47,-27.84,-35.36,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,MOHAN LAL GANJ,9270507603,GOVT. HIGH SCHOOL MASTIPUR,-26.64,-9.65,-40.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,MOHAN LAL GANJ,9270511104,GOVT. HIGH SCHOOL UTRAWAN,-20.5,-7.41,-33.75,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,MOHAN LAL GANJ,9270519001,RAJKIYA HIGH SCHOOL KARORA,-29.74,-28.87,-30.61,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916503,RAJKIYA BALIKA I.C.SHAHMEENA ROAD,-11.23,-11.23,,Undetermined,Undetermined,LOW,"C8, C9, C10, C12",Girls
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270700608,RAJKIYA BALIKA INTER COLLEGE SINGAR NAGAR LUCKNOW,-16.76,-16.89,,Undetermined,Undetermined,LOW,"C8, C9, C11",Girls
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916501,RAJKIYA INTER COLLAGE NISHATGANJ,-6.18,,-6.18,Undetermined,Undetermined,LOW,"C10, C12",Boys
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916505,RAJKIYA JUBLEE INTER COLLEGE CITY STATION,-7.3,,-7.3,"Higher Education Transition Issue, Upper Class Only Decline",Higher Education Transition Issue,HIGH,"C8, C9, C11",Boys
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270700612,RAJKIYA UTTAR PARDESH SAINIK INTER COLLEGE LUCKNOW,-25.24,6.19,-39.0,Economic/Child Labour,Economic/Child Labour,MEDIUM,"C8, C9, C11, C12",Boys
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100736,Rajkiya Balika Inter College Gomti Nagar LKO,-10.37,-10.37,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100735,Rajkiya Balika Inter College Vikas Nagar Lucknow,-10.73,-10.73,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
LUCKNOW,SAROJNI NAGAR,9270707205,GVOT. HIGH SCHOOL PALEHNDA,-26.44,-20.99,-29.92,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
LUCKNOW,SAROJNI NAGAR,9270718501,RAJKIYA HIGHSCHOOL BETI,-7.63,1.68,-17.09,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
LUCKNOW,SAROJNI NAGAR,9270705002,RAJKIYA VIDYALAYA HIGH SCHOOL KHATOLA,-6.45,-4.17,-7.89,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
MAHARAJGANJ,BRIJMAN GANJ,9571101211,GOVT HS SONBARSA,-23.73,-10.81,-45.45,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
MAHARAJGANJ,DHANI,9570901106,GOVT HS BARDAD,-33.62,0.0,-52.7,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
MAHARAJGANJ,GHUGHLI,9570202710,GOVT HS PURAINA KHANDI,-28.26,-30.43,,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10",Girls
MAHARAJGANJ,LAKSHMIPUR,9570803704,RAJKAEY U.M.S. BHGWANPUR,-14.58,1.85,-35.71,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
MAHARAJGANJ,MAHRAJGANJ,9570100303,GOVT HS PARASKHAND,-20.17,-17.81,-23.91,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
MAHARAJGANJ,NICHLOUL,9570602703,GOVT HS JHULNIPUR,-11.11,-1.96,-26.67,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
MAHARAJGANJ,PANIYARA,9570403607,GOVT IC PANIYARA,-25.28,-4.91,-35.39,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C9, C10, C12","Girls, Boys"
MAHARAJGANJ,PARTAWAL,9570108302,GOVT HS  SOHWAL,-52.21,-54.24,-50.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MAHARAJGANJ,PARTAWAL,9570500118,GOVT HS UTI KHAS,-9.52,21.31,-38.46,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
MAHOBA,CHARKHARI URBAN,9390108524,G.IC. CHARKHARI,-19.34,,-19.51,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Boys
MAHOBA,CHARKHARI URBAN,9390108523,GIRLS INTER COLLEGE CHARKHARI.,-5.82,-5.82,,Higher Education Transition Issue,Higher Education Transition Issue,HIGH,"C10, C12",Girls
MAHOBA,JAITPUR,9390200144,G.G.I.C. JAITPUR,-6.41,-6.41,,Undetermined,Undetermined,LOW,"C9, C10, C12",Girls
MAHOBA,JAITPUR,9390204803,GOVT HIGH SCHOOL LAMOURA JAITPUR,-13.29,-11.39,-15.19,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
MAHOBA,JAITPUR,9390208303,GOVT HIGH SCHOOL RAWATPURA,-16.39,-14.71,-18.52,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MAHOBA,JAITPUR,9390207610,GOVT. GIRLS INTER COLLEGE KULPAHAR,-53.54,-53.54,,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10, C11, C12",Girls
MAHOBA,JAITPUR,9390205703,GOVT. HIGH SCHOOL INDRAHATA,-25.45,-26.55,-24.3,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MAHOBA,JAITPUR,9390201316,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE AJNAR,-10.51,-15.3,-5.63,Migration/Population Shift,Migration/Population Shift,MEDIUM,"C9, C10, C11","Girls, Boys"
MAHOBA,KABRAI,9390313603,GOVT HIGH SCHOOL KULKUWAN,-12.0,-5.0,-16.67,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MAHOBA,KABRAI,9390309015,GOVT. HIGH SCHOOL SIJAHARI,-6.25,-8.91,-3.3,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MAHOBA,KABRAI,9390304808,GOVT. HIGH SCHOOL SURHA,-8.82,-3.85,-14.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
MAHOBA,KABRAI,9390301606,GOVT. INTER COLLEGE SHRINAGAR,-9.77,-11.03,-8.5,Migration/Population Shift,Migration/Population Shift,MEDIUM,"C9, C10, C12","Girls, Boys"
MAHOBA,KABRAI,9390313808,GOVT. PT. DEENDAYAL UPADHYAY MODEL INTER COLLEGE CHICHARA,-7.85,0.65,-14.74,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C10, C12",Boys
MAHOBA,PANWARI,9390409103,GOVT HIGH SCHOOL BIJRARI,-47.62,-52.17,-42.11,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
MAHOBA,PANWARI,9390410504,GOVT HIGH SCHOOL SILALPURA,-51.11,-31.82,-69.57,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MAHOBA,PANWARI,9390408604,GOVT. HIGH SCHOOL DULARA,-24.18,-24.32,-24.05,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
MAINPURI,BARNAHAL,9180905706,G.U.M. VID CHANDIKARA,-70.59,-58.82,-82.35,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MAINPURI,BEWAR,9180502405,G HIGH SCHOOL AMEHRA,-30.77,-37.5,-25.49,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
MAINPURI,BEWAR,9180512611,GOVT HIGH SCHOOL PARONKHA,-14.41,10.71,-37.1,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
MAINPURI,GHIROR,9180204402,GOVT HIGH SCHOOL NAGLA BHARA,-26.15,-27.03,-25.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
MAINPURI,GHIROR,9180200123,RAJKIA GIRLS INTER COLLEGE,-6.2,-6.2,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
MAINPURI,GHIROR,9180208103,RAJKIIYA HIGH SCHOOL DHAURASI GHIROR,-17.81,16.13,-42.86,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
MAINPURI,GHIROR,9180207308,RAJKIYA HIGH SCHOOL MADHAILA  GHIROR,-16.05,-35.42,12.12,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10",Girls
MAINPURI,KARHAL,9180811515,G.G.I.C KARHAL MAINPURI,-24.37,-24.37,,Low Enrollment at Board Class Boundary,Low Enrollment at Board Class Boundary,MEDIUM,"C8, C9, C10, C11",Girls
MAINPURI,KARHAL,9180805408,PT DEEN DAYAL GOVT INTER COLLEGE MODEL INTER COLLEGE SAHAN,-12.54,-3.66,-22.45,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C9, C10","Girls, Boys"
MAINPURI,MAINPURI,9180115230,G.I.C. MAINPURI,-51.82,,-51.82,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Boys
MAINPURI,MAINPURI,9180103505,GOVT. HIGH SCHOOL ANGAUTHA,-32.58,-41.82,-17.65,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
MAINPURI,MAINPURI-CITY,9181002917,RAJKIY KANYA INTER COLLEGE DEVI ROAD MAINPURI,-20.5,-20.5,,Undetermined,Undetermined,LOW,"C8, C9, C10",Girls
MATHURA,BALDEO,9141004008,GOVT HIGH SCHOOL AKOS,-29.41,-32.61,-22.73,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MATHURA,BALDEO,9141000610,GOVT HIGH SCHOOL DAGENTA,-39.18,-38.37,-40.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MATHURA,MANT,9140707903,GOVT HIGH SCHOOL BHADRAVAN,-12.33,-17.39,-7.79,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MATHURA,MATHURA,9140112003,V.D.P. GOVT. INTER COLLEGE,-11.02,,-11.02,Undetermined,Undetermined,LOW,"C9, C11",Boys
MATHURA,NOHJHEEL,9140904704,RAJKIYA H.S. BHIDONI,-20.0,-6.06,-34.38,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MATHURA,RAYA,9140802703,GOVT HIGH SCHOOL BISAVALI,-26.83,-13.04,-44.44,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MATHURA,RAYA,9140803903,GOVT HIGH SCHOOL LOHAGARH,-51.85,-65.38,-27.59,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
MATHURA,RAYA,9140807307,GOVT.HIGH SCHOOL LOHVAN,-9.82,-8.41,-11.11,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MAU,BADRAW,9620703908,GOVT BALIKA INTER COLL MUJAR BUJURG,-58.49,-58.49,,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C11",Girls
MAU,RATANPURA,9620104805,GOVT HSS JAMDARA,-17.65,-45.45,33.33,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,Girls
MEERUT,HASTINAPUR,9071202807,GOVT. HIGH SCHOOL RAHORA KHURD,-32.34,-39.18,-25.96,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
MEERUT,HASTINAPUR,9071207710,RAJKIYA BALIKA INTER COLLEGE,-20.56,-20.56,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
MEERUT,JANI,9070404603,GOVT. SR. SEC. SCHOOL CHARDDRA,-50.91,-61.22,-42.62,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
MEERUT,KHARKHODA,9070302403,GOVT. HIGH SCH. MUNDALI,-35.9,-9.09,-46.43,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MEERUT,KHARKHODA,9070303902,GOVT. HIGH SCH. PIPLI KHEDA,-22.44,9.8,-38.1,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
MEERUT,KHARKHODA,9070300121,Pt DEEN DAYAL UPADAYAY RAJKIYA MODEL INTER COLLEGE KHARKHODA,-21.84,8.7,-37.23,Economic/Child Labour,Economic/Child Labour,MEDIUM,"C8, C9, C10, C11",Boys
MEERUT,MACHRA,9071001807,RAJKIYA INTER COLLEGE KAYAST BADDA,-25.75,-14.5,-40.2,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C9, C10, C12","Girls, Boys"
MEERUT,MAWANA,9070904903,GOVT. HIGH SCH. BISOLA,-6.32,2.33,-13.46,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
MEERUT,MEERUT,9070102103,GOVT HIGH SCHOOL KUDHLA,-23.08,2.22,-47.83,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,C10,Boys
MEERUT,MEERUT NAGAR,9071303611,DEVWATI VIRENDRA KUMAR GOVT. GIRLS. I.C MADHAV PURAM,-5.07,-5.07,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
MEERUT,MEERUT NAGAR,9071300179,GOVT GIRLS INTER COLLEGE HAPUR ROAD MRT,-35.36,-35.36,,Low Enrollment at Board Class Boundary,Low Enrollment at Board Class Boundary,MEDIUM,"C8, C9, C10, C11, C12",Girls
MEERUT,MEERUT NAGAR,9071300918,SPARSH RAJKIYA DRASHTIBADHIT BALAK I.C.,-36.36,,-36.36,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Boys
MEERUT,PARIKSHIT GARH,9071107102,GOVT. HIGH SCHOOL T. JANUBI,-17.92,-2.0,-32.14,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
MEERUT,PARIKSHIT GARH,9071100118,RAJKIYA GIRLS INTER COLLEGE,-13.77,-13.77,,Undetermined,Undetermined,LOW,"C8, C9, C10, C12",Girls
MEERUT,RAJPURA,9070205403,GOVT. HIGH SCHOOL KUNKURA,-25.0,-10.87,-39.13,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MEERUT,ROHTA,9070501502,GOVT. H S BADAM,-44.07,-44.83,-43.33,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MEERUT,SARDHANA,9070607601,GOVT. HIGH SCH. MADIYAI,-9.38,28.57,-38.89,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,Boys
MEERUT,SARURPUR,9070703507,GOVT. HIGH SCHOOL KHIWAI,-5.68,-13.33,-1.72,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
MIRZAPUR,HALIA,9690213303,GOVT. U.M.V. KHARIHAT KHURD,-11.11,15.38,-29.73,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
MIRZAPUR,HALIA,9690209405,GOVT. U.M.V. MATWAR,-9.38,-64.71,53.33,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C9,Girls
MIRZAPUR,HALIA,9690208503,GOVT. U.MV. KOTA SHIV PRATAP,-17.28,-4.17,-36.36,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MIRZAPUR,LALGANJ,9690305905,GOVT. U.M.V. NEVADHIYA-2,-23.08,-46.0,17.86,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,"C9, C10",Girls
MIRZAPUR,MAJHAWA,9691006114,GOVT. GIRL INTER COLLAGE KACHHAWAN,-15.71,-16.03,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
