District,Block,School_ID,School_Name,Total_2223,Total_2324,Total_2425,Total_2526,Size_Tag,Size_Trend,Closure_Risk_Score,Closure_Risk_Tag
LALITPUR,MAHRONI,9370500119,GOVT GIRLS INTER COLLEGE,1739,1548,1499,1504,Large School,Fluctuating,0,Safe
LALITPUR,TALBEHAT,9370405605,GHS HANSARKALAN,331,285,251,244,Medium School,Getting Smaller,3,High Risk
LALITPUR,TALBEHAT,9370412003,GHS KHERA (SUNAURI),105,117,123,143,Small School,Growing,1,Monitor
LALITPUR,TALBEHAT,9370407207,GHS PURABIRDHA,485,414,392,401,Medium School,Fluctuating,1,Monitor
LALITPUR,TALBEHAT,9370404409,GHS TERAI PHATAK,472,470,437,454,Medium School,Fluctuating,1,Monitor
LALITPUR,TALBEHAT,9370402802,GOVT INTER COLLEGE MATATILA,451,406,437,432,Medium School,Fluctuating,0,Safe
LALITPUR,TALBEHAT,9370400110,GOVT. GIRLS INTER COLLEGE,2164,2475,2509,2710,Large School,Growing,0,Safe
LUCKNOW,BAKSHI KA TALAB,9270802606,GOVERMENT GIRLS INTER COLLEGE  BEHTA BKT LUCKNOW,687,932,883,746,Large School,Fluctuating,0,Safe
LUCKNOW,BAKSHI KA TALAB,9270803905,GOVT. HIGH SCHOOL BIBIPUR BKT,105,98,89,103,Small School,Fluctuating,1,Monitor
LUCKNOW,BAKSHI KA TALAB,9270815207,GOVT. HIGH SCHOOL RASOOLPUR SADAT,169,123,108,124,Small School,Fluctuating,1,Monitor
LUCKNOW,BAKSHI KA TALAB,9270817803,RAJKIYA HIGH SCHOO TIKRI,121,125,116,108,Small School,Fluctuating,1,Monitor
LUCKNOW,BAKSHI KA TALAB,9270809503,RAJKIYA HIGH SCHOOL KHANTARI,187,161,122,137,Small School,Fluctuating,1,Monitor
LUCKNOW,BAKSHI KA TALAB,9270813007,RAJKIYA HIGH SCHOOL PAHARPUR B.K.T LUCKNOW,175,189,167,155,Small School,Fluctuating,1,Monitor
LUCKNOW,BAKSHI KA TALAB,9270817204,RAJKIYA HIGH SCHOOL SONVA,211,195,148,122,Small School,Getting Smaller,3,High Risk
LUCKNOW,CHINHAT,9270108701,GOVT INTER COLLEGE SAIRPUR,84,136,101,195,Small School,Fluctuating,1,Monitor
LUCKNOW,CHINHAT,9270101911,RAJKIYA  HIGH SCHOOL JUGGAUR,157,148,129,128,Small School,Getting Smaller,3,High Risk
LUCKNOW,CHINHAT,9270101608,RASHTRAPITA MAHATMA GANDHI RAJKIY BALIKA INTER COLLEGE CHINHAT,152,298,341,374,Medium School,Growing,0,Safe
LUCKNOW,GOSHAI GANJ,9270607404,GOVT. HIGH SCHOOL MASTEMAU GOSAIGANJ,161,145,158,158,Small School,Fluctuating,1,Monitor
LUCKNOW,GOSHAI GANJ,9270609203,GOVT. HIGH SCHOOL RATEYA MAU,71,53,74,83,Small School,Fluctuating,1,Monitor
LUCKNOW,GOSHAI GANJ,9270611604,GOVT. HIGH SCHOOL SURIAMAU GOSAIGANJ,123,92,86,84,Small School,Getting Smaller,3,High Risk
LUCKNOW,GOSHAI GANJ,9270600802,RAJKIYE HS BAGHAULI,157,129,88,102,Small School,Fluctuating,1,Monitor
LUCKNOW,GOSHAI GANJ,9270603703,RAJKIYE HS DHAURAHRA,139,113,155,186,Small School,Fluctuating,1,Monitor
LUCKNOW,KAKORI,9270202505,GOVT. HIGH SCHOOL AMETHIYA SALEMPUR,175,136,148,158,Small School,Fluctuating,1,Monitor
LUCKNOW,KAKORI,9270200110,PT DEEN DAYAL UPADHAYA RAJKIYA MODEL INTER COLLEGE THWAR,435,369,458,421,Medium School,Fluctuating,0,Safe
LUCKNOW,KAKORI,9270203710,RAJKEEY BALIKA INTER COLLAGE SAROSA BHAROSA,531,602,588,597,Large School,Fluctuating,0,Safe
LUCKNOW,KAKORI,9270208703,RAJKIYA HIGH SCHOOL HALUWAPUR,88,101,104,105,Small School,Growing,1,Monitor
LUCKNOW,KAKORI,9270208004,RAJKIYA U.M.V. GOSHALALPUR,142,151,156,142,Small School,Fluctuating,1,Monitor
LUCKNOW,KAKORI,9270200604,RAJKIYA U.M.V. SIRGAMAU,227,229,192,163,Small School,Fluctuating,1,Monitor
LUCKNOW,MAAL,9270407310,GOVT. HIGH SCHOOL SASPAN MALL,68,63,72,80,Small School,Fluctuating,1,Monitor
LUCKNOW,MAAL,9270408009,GOVT. HIGH SCHOOL THARI,49,41,33,73,Small School,Fluctuating,1,Monitor
LUCKNOW,MAAL,9270404301,RAJKI Y HIGH SCHOOL KHANDSARA,114,89,80,85,Small School,Fluctuating,2,At Risk
LUCKNOW,MAAL,9270404806,VIRANGNA  UDA DEVI GIRLS INTER COLLEGE MALL,535,498,451,393,Medium School,Getting Smaller,2,At Risk
LUCKNOW,MALIHABAD,9270304504,GOVT. HGIH SCHOOL JAURIYA MALIHABAD,79,78,83,90,Small School,Fluctuating,1,Monitor
LUCKNOW,MALIHABAD,9270306503,GOVT. HIGH SCHOOL MALAHA MALIHABAD,107,79,74,83,Small School,Fluctuating,2,At Risk
LUCKNOW,MALIHABAD,9270308903,GOVT. HIGH SCHOOL SINDHARWA MALIHABAD,69,61,65,69,Small School,Fluctuating,1,Monitor
LUCKNOW,MALIHABAD,9270312711,RAJKIYA BALIKA INTER COLLEGE MALIHABAD,425,432,428,446,Medium School,Fluctuating,0,Safe
LUCKNOW,MOHAN LAL GANJ,9270506006,ABHINAV VIDYALAYA KARORA  MOHANLALGANJ,146,123,118,140,Small School,Fluctuating,0,Safe
LUCKNOW,MOHAN LAL GANJ,9270503803,GOVT. HIGH SCHOOL DHANUWASAND,375,297,272,257,Medium School,Getting Smaller,3,High Risk
LUCKNOW,MOHAN LAL GANJ,9270507603,GOVT. HIGH SCHOOL MASTIPUR,259,251,211,190,Small School,Getting Smaller,3,High Risk
LUCKNOW,MOHAN LAL GANJ,9270511104,GOVT. HIGH SCHOOL UTRAWAN,161,162,153,128,Small School,Fluctuating,1,Monitor
LUCKNOW,MOHAN LAL GANJ,9270519001,RAJKIYA HIGH SCHOOL KARORA,195,178,148,137,Small School,Getting Smaller,3,High Risk
LUCKNOW,MOHAN LAL GANJ,9270508903,RAJKIYA HIGH SCHOOL PAREHTA,189,190,266,236,Medium School,Fluctuating,1,Monitor
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916503,RAJKIYA BALIKA I.C.SHAHMEENA ROAD,899,914,888,798,Large School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270911872,RAJKIYA BALIKA INTER COLLEGE CHOTI JUBLEE,175,170,205,261,Medium School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270700608,RAJKIYA BALIKA INTER COLLEGE SINGAR NAGAR LUCKNOW,752,760,734,626,Large School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916504,RAJKIYA HUSAINABAD I.C. HUSAINABAD,425,444,542,472,Medium School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916501,RAJKIYA INTER COLLAGE NISHATGANJ,534,546,504,501,Large School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916505,RAJKIYA JUBLEE INTER COLLEGE CITY STATION,1164,1122,1123,1079,Large School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916507,RAJKIYA KANYA I.C.INDIRA NAGAR,830,823,835,823,Large School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270916508,RAJKIYA KANYA I.C.NARHI,125,178,165,193,Small School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270700612,RAJKIYA UTTAR PARDESH SAINIK INTER COLLEGE LUCKNOW,1327,1012,948,992,Large School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100736,Rajkiya Balika Inter College Gomti Nagar LKO,820,851,781,735,Large School,Fluctuating,0,Safe
LUCKNOW,"NAGAR SHAITRA, LUCKNOW",9270100735,Rajkiya Balika Inter College Vikas Nagar Lucknow,783,724,722,699,Large School,Getting Smaller,1,Monitor
LUCKNOW,SAROJNI NAGAR,9270706003,GOVT. HIGH SCHOOL MAVAI SAROJNINAGAR,61,51,53,77,Small School,Fluctuating,1,Monitor
LUCKNOW,SAROJNI NAGAR,9270707205,GVOT. HIGH SCHOOL PALEHNDA,208,200,183,153,Small School,Getting Smaller,3,High Risk
LUCKNOW,SAROJNI NAGAR,9270718501,RAJKIYA HIGHSCHOOL BETI,236,230,203,218,Medium School,Fluctuating,1,Monitor
LUCKNOW,SAROJNI NAGAR,9270707709,RAJKIYA INTER COLLEGE RAHIM NAGAR SAROJNINAGAR,424,440,505,569,Large School,Growing,0,Safe
LUCKNOW,SAROJNI NAGAR,9270705002,RAJKIYA VIDYALAYA HIGH SCHOOL KHATOLA,62,67,54,58,Small School,Fluctuating,1,Monitor
LUCKNOW,SAROJNI NAGAR,9270705304,RAJKIYA VIDYALAYA HIGH SCHOOL KURAUNI,189,172,183,214,Medium School,Fluctuating,1,Monitor
LUCKNOW,SAROJNI NAGAR,9270708205,RAJKIYA VIDYALAYA HIGH SCHOOL SADRAUNA,106,56,138,166,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,BRIJMAN GANJ,9571101211,GOVT HS SONBARSA,59,78,74,45,Very Small,Fluctuating,3,High Risk
MAHARAJGANJ,BRIJMAN GANJ,9571102112,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE SAHAJANWA BABU,105,252,328,385,Medium School,Growing,0,Safe
MAHARAJGANJ,DHANI,9570901106,GOVT HS BARDAD,116,158,100,77,Small School,Fluctuating,2,At Risk
MAHARAJGANJ,GHUGHLI,9570205703,GOVT HIGH SCHOOL VISHWANATHPUR GHUGHALI MAHARAJGANJ,101,118,134,133,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,GHUGHLI,9570208103,GOVT HS BELWA TIKAR,35,42,36,37,Very Small,Fluctuating,2,At Risk
MAHARAJGANJ,GHUGHLI,9570200905,GOVT HS MEDNIPUR,82,84,108,99,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,GHUGHLI,9570200802,GOVT HS MIRJAPUR,36,53,66,70,Small School,Growing,1,Monitor
MAHARAJGANJ,GHUGHLI,9570202710,GOVT HS PURAINA KHANDI,46,32,29,33,Very Small,Fluctuating,3,High Risk
MAHARAJGANJ,LAKSHMIPUR,9570804703,GOVT HS GOUHARPUR,73,85,82,82,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,LAKSHMIPUR,9570803704,RAJKAEY U.M.S. BHGWANPUR,96,92,80,82,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,MAHRAJGANJ,9570106702,GOV GIRLS IC MAHARAJGANJ,434,410,386,434,Medium School,Fluctuating,0,Safe
MAHARAJGANJ,MAHRAJGANJ,9570103903,GOVT HR SEC ARAJIJAGPUR MAHARAJGANJ,113,143,149,174,Small School,Growing,1,Monitor
MAHARAJGANJ,MAHRAJGANJ,9570100303,GOVT HS PARASKHAND,119,97,98,95,Small School,Fluctuating,2,At Risk
MAHARAJGANJ,MITHOURA,9571702012,GOVT HS BARWARAJA,118,104,108,136,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,MITHOURA,9570101009,GOVT HS BASANTPUR KHURD,57,68,60,63,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,MITHOURA,9570106004,GOVT HS SINGHPUR,36,34,47,83,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,NICHLOUL,9570108809,GOVT HS AHIROULI,42,42,37,53,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,NICHLOUL,9570602703,GOVT HS JHULNIPUR,81,69,53,72,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,NICHLOUL,9570607909,RAJKIY INTER COLLEGE NAUNIYA,33,105,144,218,Medium School,Growing,1,Monitor
MAHARAJGANJ,NOUTANWA,9570706805,GOVT HSS VISHANPUR NAOUTANWA MAHARAJGANJ,114,205,339,271,Medium School,Fluctuating,1,Monitor
MAHARAJGANJ,NOUTANWA,9571500303,GOVT IC NAUTANWA,964,936,925,935,Large School,Fluctuating,0,Safe
MAHARAJGANJ,PANIYARA,9570403908,GOVT HS BELTIKARA,43,39,59,61,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,PANIYARA,9570403607,GOVT IC PANIYARA,799,613,544,597,Large School,Fluctuating,0,Safe
MAHARAJGANJ,PANIYARA,9570400305,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEAGE KUWANCHAF,54,80,116,125,Small School,Growing,0,Safe
MAHARAJGANJ,PARTAWAL,9570108302,GOVT HS  SOHWAL,113,81,49,54,Small School,Fluctuating,2,At Risk
MAHARAJGANJ,PARTAWAL,9570500120,GOVT HS RAMPUR CHAKIYA,52,43,75,93,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,PARTAWAL,9570500119,GOVT HS SEMRA CHANDRAULI,63,57,72,68,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,PARTAWAL,9570500118,GOVT HS UTI KHAS,126,110,102,114,Small School,Fluctuating,1,Monitor
MAHARAJGANJ,PHARENDA,9571004607,GOVT GIRLS IC PHARENDA,963,1019,1097,1049,Large School,Fluctuating,0,Safe
MAHOBA,CHARKHARI,9390104303,GOVT HIGH SCHOOL SHIVHAR,110,122,139,125,Small School,Fluctuating,1,Monitor
MAHOBA,CHARKHARI,9390106604,GOVT. HIGH SCHOOL PUNNIYA,45,55,70,90,Small School,Growing,1,Monitor
MAHOBA,CHARKHARI,9390103212,GOVT. HIGH SCHOOL SOOPA,92,101,94,95,Small School,Fluctuating,1,Monitor
MAHOBA,CHARKHARI,9390105912,PANDIT DEEN DYAL IC RIWAI CHARKHARI,141,142,199,259,Medium School,Growing,0,Safe
MAHOBA,CHARKHARI URBAN,9390108524,G.IC. CHARKHARI,1189,1078,996,959,Large School,Getting Smaller,2,At Risk
MAHOBA,CHARKHARI URBAN,9390108523,GIRLS INTER COLLEGE CHARKHARI.,1238,1222,1176,1166,Large School,Getting Smaller,0,Safe
MAHOBA,JAITPUR,9390200144,G.G.I.C. JAITPUR,390,396,392,365,Medium School,Fluctuating,0,Safe
MAHOBA,JAITPUR,9390204803,GOVT HIGH SCHOOL LAMOURA JAITPUR,158,149,130,137,Small School,Fluctuating,1,Monitor
MAHOBA,JAITPUR,9390205602,GOVT HIGH SCHOOL MAJHGAWA KHURD,45,39,63,81,Small School,Fluctuating,1,Monitor
MAHOBA,JAITPUR,9390208303,GOVT HIGH SCHOOL RAWATPURA,61,50,59,51,Small School,Fluctuating,2,At Risk
MAHOBA,JAITPUR,9390207610,GOVT. GIRLS INTER COLLEGE KULPAHAR,99,71,62,46,Very Small,Getting Smaller,4,Critical
MAHOBA,JAITPUR,9390205703,GOVT. HIGH SCHOOL INDRAHATA,220,220,238,164,Small School,Fluctuating,1,Monitor
MAHOBA,JAITPUR,9390205306,GOVT. HIGH SCHOOL MAHUAA BANDH,83,76,71,83,Small School,Fluctuating,1,Monitor
MAHOBA,JAITPUR,9390212703,GOVT. HIGH SCHOOL MUHARI,13,31,30,25,Micro School,Fluctuating,2,At Risk
MAHOBA,JAITPUR,9390200126,GOVT. INTER COLLEGE JAITPUR,388,393,384,434,Medium School,Fluctuating,0,Safe
MAHOBA,JAITPUR,9390209206,GOVT. INTER COLLEGE SUGIRA JAITPUR ,97,244,334,372,Medium School,Growing,0,Safe
MAHOBA,JAITPUR,9390201316,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE AJNAR,752,798,773,673,Large School,Fluctuating,0,Safe
MAHOBA,KABRAI,9390302303,GOVT HIGH SCHOOL JYORAIYA,65,57,62,63,Small School,Fluctuating,1,Monitor
MAHOBA,KABRAI,9390313603,GOVT HIGH SCHOOL KULKUWAN,50,43,38,44,Very Small,Fluctuating,2,At Risk
MAHOBA,KABRAI,9390310904,GOVT HIGH SCHOOL RIWAI SUNAICHA,64,62,63,62,Small School,Fluctuating,1,Monitor
MAHOBA,KABRAI,9390304706,GOVT HIGH SCHOOL SINGHANPUR BAGHARAI,178,207,205,196,Small School,Fluctuating,1,Monitor
MAHOBA,KABRAI,9390300909,GOVT. HIGH SCHOOL PIPRAMAF,283,275,266,275,Medium School,Fluctuating,1,Monitor
MAHOBA,KABRAI,9390309015,GOVT. HIGH SCHOOL SIJAHARI,192,195,190,180,Small School,Fluctuating,1,Monitor
MAHOBA,KABRAI,9390304808,GOVT. HIGH SCHOOL SURHA,102,104,100,93,Small School,Fluctuating,1,Monitor
MAHOBA,KABRAI,9390301606,GOVT. INTER COLLEGE SHRINAGAR,2385,2377,2303,2152,Large School,Getting Smaller,1,Monitor
MAHOBA,KABRAI,9390313808,GOVT. PT. DEENDAYAL UPADHYAY MODEL INTER COLLEGE CHICHARA,344,305,326,317,Medium School,Fluctuating,0,Safe
MAHOBA,NAGAR PALIKA MAHOBA,9390500939,GOVERNMENT  GIRLS INTER COLLEGE MAHOBA,4114,4063,4071,4044,Large School,Fluctuating,0,Safe
MAHOBA,NAGAR PALIKA MAHOBA,9390500965,GOVT.INTER COLLEGE,893,837,880,916,Large School,Fluctuating,0,Safe
MAHOBA,PANWARI,9390409103,GOVT HIGH SCHOOL BIJRARI,42,52,34,22,Micro School,Fluctuating,3,High Risk
MAHOBA,PANWARI,9390401803,GOVT HIGH SCHOOL NAIPURA,65,48,44,66,Small School,Fluctuating,1,Monitor
MAHOBA,PANWARI,9390410504,GOVT HIGH SCHOOL SILALPURA,45,41,33,22,Micro School,Getting Smaller,4,Critical
MAHOBA,PANWARI,9390406729,GOVT. GIRLS INTER COLLEGE PANWARI,397,399,459,469,Medium School,Growing,0,Safe
MAHOBA,PANWARI,9390408604,GOVT. HIGH SCHOOL DULARA,153,102,103,116,Small School,Fluctuating,1,Monitor
MAHOBA,PANWARI,9390402307,PANDIT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE KANKUA,251,271,320,344,Medium School,Growing,0,Safe
MAINPURI,BARNAHAL,9180905706,G.U.M. VID CHANDIKARA,68,40,26,20,Micro School,Getting Smaller,4,Critical
MAINPURI,BEWAR,9180502405,G HIGH SCHOOL AMEHRA,91,89,64,63,Small School,Getting Smaller,3,High Risk
MAINPURI,BEWAR,9180505105,G.G.I.C MANPUR HARI,127,138,167,136,Small School,Fluctuating,0,Safe
MAINPURI,BEWAR,9180512611,GOVT HIGH SCHOOL PARONKHA,118,106,99,101,Small School,Fluctuating,1,Monitor
MAINPURI,GHIROR,9180204402,GOVT HIGH SCHOOL NAGLA BHARA,65,44,35,48,Very Small,Fluctuating,3,High Risk
MAINPURI,GHIROR,9180206802,Late S.R.V.S.YADAV GOVERMENT INTER COLLEGE NAGLA HAAR,84,101,122,124,Small School,Growing,0,Safe
MAINPURI,GHIROR,9180210215,Pt Deendayal Upadhyay Govt Model Inter College Shahjahanpur,72,92,155,169,Small School,Growing,0,Safe
MAINPURI,GHIROR,9180200123,RAJKIA GIRLS INTER COLLEGE,403,405,337,378,Medium School,Fluctuating,0,Safe
MAINPURI,GHIROR,9180208103,RAJKIIYA HIGH SCHOOL DHAURASI GHIROR,73,65,46,60,Small School,Fluctuating,2,At Risk
MAINPURI,GHIROR,9180207308,RAJKIYA HIGH SCHOOL MADHAILA  GHIROR,81,82,78,68,Small School,Fluctuating,2,At Risk
MAINPURI,JAGIR,9180703005,RAJKIYA HIGH SCHOOL RATANPUR BARA,52,11,39,69,Small School,Fluctuating,1,Monitor
MAINPURI,KARHAL,9180811515,G.G.I.C KARHAL MAINPURI,513,460,415,388,Medium School,Getting Smaller,2,At Risk
MAINPURI,KARHAL,9180808904,GOVERMENT GIRLS INTER COLLEGE KHERA,50,84,132,145,Small School,Growing,0,Safe
MAINPURI,KARHAL,9180803004,GOVT. HIGH SCHOOL NAKAU KARHAL MAINPURI,50,50,33,53,Small School,Fluctuating,1,Monitor
MAINPURI,KARHAL,9180805408,PT DEEN DAYAL GOVT INTER COLLEGE MODEL INTER COLLEGE SAHAN,311,297,305,272,Medium School,Fluctuating,0,Safe
MAINPURI,KISHANI,9180618702,SWAMI SADANAND GOVT.GIRLS IC KISHNI,124,127,134,130,Small School,Fluctuating,0,Safe
MAINPURI,KURAWALI,9180302903,G.I.C.H.S.ROSINGPUR,60,46,94,135,Small School,Fluctuating,1,Monitor
MAINPURI,MAINPURI,9180106610,"G.G.I.C. RATHERA, MAINPURI",114,105,111,112,Small School,Fluctuating,0,Safe
MAINPURI,MAINPURI,9180115230,G.I.C. MAINPURI,770,588,461,371,Medium School,Getting Smaller,2,At Risk
MAINPURI,MAINPURI,9180100904,GOVERMENT H.S.S. DALIPPUR SATHINI,51,42,43,53,Small School,Fluctuating,1,Monitor
MAINPURI,MAINPURI,9180103505,GOVT. HIGH SCHOOL ANGAUTHA,89,83,68,60,Small School,Getting Smaller,3,High Risk
MAINPURI,MAINPURI-CITY,9181002917,RAJKIY KANYA INTER COLLEGE DEVI ROAD MAINPURI,873,771,753,694,Large School,Getting Smaller,2,At Risk
MAINPURI,SULTANGANJ,9180400203,GOVT.HIGH SCHOOL LEHRA,56,41,64,80,Small School,Fluctuating,1,Monitor
MATHURA,BALDEO,9141004321,GOVERMENT GIRLS INTER COLLEGE  BALDEO,58,69,64,73,Small School,Fluctuating,0,Safe
MATHURA,BALDEO,9141004008,GOVT HIGH SCHOOL AKOS,68,58,53,48,Very Small,Getting Smaller,4,Critical
MATHURA,BALDEO,9141000610,GOVT HIGH SCHOOL DAGENTA,171,131,134,104,Small School,Fluctuating,1,Monitor
MATHURA,BALDEO,9141003708,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE BAROLI,123,125,175,189,Small School,Growing,0,Safe
MATHURA,CHAUMUHAN,9140503608,GOVT HIGH SCHOOL SENVA,37,34,54,66,Small School,Fluctuating,2,At Risk
MATHURA,CHAUMUHAN,9140501103,GOVT HIGH SCHOOL SYARAHA,78,62,85,79,Small School,Fluctuating,1,Monitor
MATHURA,CHAUMUHAN,9140504205,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE SIHANA,93,165,197,225,Medium School,Growing,0,Safe
MATHURA,CHHATA,9140402604,GOVT HIGH SCHOOL HUSAINI,52,52,54,65,Small School,Growing,1,Monitor
MATHURA,CHHATA,9140407405,GOVT HIGH SCHOOL TOOMAULA,44,46,51,48,Very Small,Fluctuating,2,At Risk
MATHURA,FARAH,9140201706,GOVT  GIRLS  INTER  COLLEGE PARKHAM,151,161,173,208,Medium School,Growing,0,Safe
MATHURA,FARAH,9140200114,GOVT  GIRLS  INTER COLLEGE  FARAH,831,858,933,848,Large School,Fluctuating,0,Safe
MATHURA,FARAH,9140204703,GOVT HIGH SCHOOL BHADAYA GANGADHER,30,33,38,74,Small School,Growing,2,At Risk
MATHURA,FARAH,9140202707,GOVT HIGH SCHOOL JHUDAVAI,50,52,63,71,Small School,Growing,1,Monitor
MATHURA,GOVERDHAN,9140301609,GOVERNMENT GIRLS INTER COLLEGE ADING,323,345,341,379,Medium School,Fluctuating,0,Safe
MATHURA,GOVERDHAN,9140308116,GOVT  BHARTIY  INTER  COLLEGE    ADING,218,230,235,248,Medium School,Growing,0,Safe
MATHURA,GOVERDHAN,9140303404,GOVT. HIGH SCHOOL BACHGAON,54,63,57,72,Small School,Fluctuating,1,Monitor
MATHURA,GOVERDHAN,9140303304,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE PADAL,75,68,91,102,Small School,Fluctuating,0,Safe
MATHURA,MANT,9140701905,GOV. HIGH SCHOOL BIWAVALI,37,50,54,56,Small School,Growing,1,Monitor
MATHURA,MANT,9140707903,GOVT HIGH SCHOOL BHADRAVAN,146,113,133,128,Small School,Fluctuating,1,Monitor
MATHURA,MANT,9140700311,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C KARAHARI MANT,144,131,159,152,Small School,Fluctuating,0,Safe
MATHURA,MANT,9140713301,RAJ.K.INT.COLL. SIRI.KI.NAGARIYA,37,31,42,46,Very Small,Fluctuating,3,High Risk
MATHURA,MANT,9140704602,govt high school nagala dani,48,34,51,69,Small School,Fluctuating,1,Monitor
MATHURA,MATHURA,9140109105,GOVT HIGH SCHOOL BHAINSA,79,86,89,100,Small School,Growing,1,Monitor
MATHURA,MATHURA,9140103403,GOVT HIGH SCHOOL FAINCHARI,39,47,67,92,Small School,Growing,1,Monitor
MATHURA,MATHURA,9140104518,PT DEEN DAYAL UPADHYAY GOVT MODEL INTER COLLEGE JAIT,173,176,230,258,Medium School,Growing,0,Safe
MATHURA,MATHURA,9140112003,V.D.P. GOVT. INTER COLLEGE,617,690,636,549,Large School,Fluctuating,0,Safe
MATHURA,NANDGAON,9140601106,GOV. HIGH SCHOOL SANCHOLI,49,49,80,83,Small School,Growing,1,Monitor
MATHURA,NANDGAON,9140604009,GOVT HIGH SCHOOL KOTVAN,68,64,74,72,Small School,Fluctuating,1,Monitor
MATHURA,NANDGAON,9140602510,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE KAMAR,51,66,85,113,Small School,Growing,0,Safe
MATHURA,NOHJHEEL,9140904704,RAJKIYA H.S. BHIDONI,65,52,40,52,Small School,Fluctuating,2,At Risk
MATHURA,NOHJHEEL,9140905703,RAJKIYA H.S. PACHAHARA,42,39,66,68,Small School,Fluctuating,1,Monitor
MATHURA,RAYA,9140802703,GOVT HIGH SCHOOL BISAVALI,41,51,41,30,Very Small,Fluctuating,3,High Risk
MATHURA,RAYA,9140800504,GOVT HIGH SCHOOL BYAUHI,33,57,76,76,Small School,Growing,1,Monitor
MATHURA,RAYA,9140803903,GOVT HIGH SCHOOL LOHAGARH,81,60,43,39,Very Small,Getting Smaller,4,Critical
MATHURA,RAYA,9140807307,GOVT.HIGH SCHOOL LOHVAN,224,213,209,202,Medium School,Getting Smaller,1,Monitor
MATHURA,RAYA,9140809112,PT DEENDAYAL UPADHYAY GOV MODEL INTER COLLEGE SONAI,115,140,199,204,Medium School,Growing,0,Safe
MAU,BADRAW,9620703908,GOVT BALIKA INTER COLL MUJAR BUJURG,53,48,21,22,Micro School,Fluctuating,3,High Risk
MAU,BADRAW,9620704305,PT DEENDAYAL UPADHYAY RAJKIY MODEL INTER COLLEGE KATIHARI MAU,43,90,253,263,Medium School,Growing,0,Safe
MAU,DOHRIGHAT,9620302805,GOVT HSS BELA KASAILA,21,9,41,37,Very Small,Fluctuating,2,At Risk
MAU,DOHRIGHAT,9620305805,GOVT INTER COLLEGE BARHRAMPUR,34,29,31,47,Very Small,Fluctuating,2,At Risk
MAU,GHOSI,9620504303,GOVT HIGH SCHOOL CHAK KUCHAI MAU,21,21,50,68,Small School,Growing,1,Monitor
MAU,GHOSI,9620500908,GOVT HSS NADWAL,57,27,62,55,Small School,Fluctuating,1,Monitor
MAU,KOPAGANG,9620900505,GOVT HSS SHEHROSE,38,41,50,51,Small School,Growing,1,Monitor
MAU,MOHAMMADABAD,9620204605,GOVT HSS BHOPATPUR SUTRAHI,48,53,51,57,Small School,Fluctuating,1,Monitor
MAU,NAGAR KSHETRA MAU,9621006101,GOVT BALIKA INTER COLL,147,138,190,185,Small School,Fluctuating,0,Safe
MAU,PARDAHA,9620405603,GOVT KANYA HSS RAKAULI,32,40,57,54,Small School,Fluctuating,1,Monitor
MAU,RANIPUR,9620603604,GOVT HSS SULTANIPUR RANIPUR,57,65,88,134,Small School,Growing,1,Monitor
MAU,RATANPURA,9620101606,GOVT HSS AILAKH,25,34,56,26,Very Small,Fluctuating,2,At Risk
